frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,36.0704,23.7069,send_bytes [0A]
5,Lab_Idle,default,140.6568,128.2927,send_bytes [00]
59,Lab_Idle,default,1014.184,1001.82,send_bytes [00]
67,Lab_Idle,default,1147.62,1135.256,send_bytes [00]
659,Lab_Idle,default,10756.38,28.2292,send_bytes [36]
667,Lab_Idle,default,10862.98,134.8216,send_bytes [00]
717,Lab_Idle,default,11740.08,1011.931,send_bytes [00]
725,Lab_Idle,default,11873.1,1144.948,send_bytes [00]
8374,Lab_Idle,default,131319.9,28.0083,send_bytes [0C]
8382,Lab_Idle,default,131427.9,136.0153,send_bytes [00]
8435,Lab_Idle,default,132295,1003.125,send_bytes [00]
8444,Lab_Idle,default,132440,1148.14,send_bytes [00]
8812,Lab_RestingStateEyesClosed,default,138882.8,23.9774,send_bytes [35]
8820,Lab_RestingStateEyesClosed,default,138983.8,124.9921,send_bytes [00]
8878,Lab_RestingStateEyesClosed,default,139860.3,1001.521,send_bytes [00]
8887,Lab_RestingStateEyesClosed,default,140003.9,1145.12,send_bytes [00]
19695,Lab_Idle,default,318888.6,19.3689,send_bytes [36]
19704,Lab_Idle,default,319006.2,136.9593,send_bytes [00]
19761,Lab_Idle,default,319880.8,1011.49,send_bytes [00]
19769,Lab_Idle,default,320015.4,1146.083,send_bytes [00]
20741,Lab_RestingStateEyesOpen,default,335091.3,22.8952,send_bytes [37]
20749,Lab_RestingStateEyesOpen,default,335193.7,125.3234,send_bytes [00]
20806,Lab_RestingStateEyesOpen,default,336070.4,1002.015,send_bytes [00]
20814,Lab_RestingStateEyesOpen,default,336194.8,1126.451,send_bytes [00]
32502,Lab_InstantTrigg,default,515105.8,28.0918,send_bytes [38]
32510,Lab_InstantTrigg,default,515211.8,134.115,send_bytes [00]
33336,Lab_Idle,default,516080.3,791.3138,send_bytes [00]
33336,Lab_Idle,default,516236.3,947.3203,send_bytes [00]
40758,Forest_Control_Part1,default,646438.6,28.5435,send_bytes [21]
40762,Forest_Control_Part1,default,646553.2,143.1395,send_bytes [00]
40786,Forest_Control_Part1,default,647403.3,993.2467,send_bytes [00]
40791,Forest_Control_Part1,default,647581.4,1171.265,send_bytes [00]
42939,Night_Control_Part2,default,718081.2,36.482,send_bytes [49]
42946,Night_Control_Part2,default,718196.6,151.9053,send_bytes [00]
42981,Night_Control_Part2,default,719038.7,994.0141,send_bytes [00]
42988,Night_Control_Part2,default,719209.3,1164.615,send_bytes [00]
57098,Forest_Control_Part3,default,1057715,2.2994,send_bytes [4A]
57104,Forest_Control_Part3,default,1057836,122.8969,send_bytes [00]
57132,Forest_Control_Part3,default,1058690,977.0011,send_bytes [00]
57137,Forest_Control_Part3,default,1058843,1130.441,send_bytes [00]
66581,Forest_PlatformMovement,default,1365843,51.2883,send_bytes [23]
66586,Forest_PlatformMovement,default,1365944,152.8791,send_bytes [00]
66611,Forest_PlatformMovement,default,1366766,974.3999,send_bytes [00]
66617,Forest_PlatformMovement,default,1366971,1179.016,send_bytes [00]
72791,Lab_WelcomeBack,default,1561233,35.6788,send_bytes [24]
72799,Lab_WelcomeBack,default,1561342,145.1136,send_bytes [00]
72850,Lab_WelcomeBack,default,1562188,991.2182,send_bytes [00]
72860,Lab_WelcomeBack,default,1562352,1154.817,send_bytes [00]
