ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,routine_name,element_iteration,condition_name,camera_rig_pos,camera_rig_rot,framerate
1630.461,107,1620.304,1626.746,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.78876
1641.475,108,1630.803,1637.766,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.76926
1664.49,109,1641.964,1660.777,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.98248
1675.274,110,1664.989,1671.561,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.70596
1686.149,111,1675.636,1682.434,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.74142
1697.683,112,1686.468,1693.969,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.97739
1720.07,113,1698.04,1716.358,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.61443
1730.069,114,1720.541,1726.354,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.617
1752.885,115,1730.362,1749.178,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.97413
1764.141,116,1753.42,1760.426,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.61971
1775.582,117,1764.461,1771.869,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.68092
1797.825,118,1775.981,1794.115,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.85028
1808.594,119,1798.303,1804.886,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.28222
1819.442,120,1809.017,1815.727,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.53995
1841.779,121,1819.783,1838.068,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.78374
1852.34,122,1842.403,1848.627,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.56598
1864.017,123,1852.665,1860.303,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.62913
1886.88,124,1864.377,1883.168,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.77361
1897.451,125,1887.427,1893.737,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.32082
1908.424,126,1897.796,1904.71,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.60505
1930.663,127,1908.787,1926.953,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.8297
1941.754,128,1931.157,1938.039,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.27927
1952.833,129,1942.108,1949.119,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.50089
1975.106,130,1953.163,1971.395,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.71484
1985.683,131,1975.701,1981.969,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.42423
1997.525,132,1986.012,1993.81,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.60594
2019.475,133,1997.856,2015.764,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.73447
2030.227,134,2019.918,2026.512,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.51501
2041.326,135,2030.545,2037.613,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.53264
2064.463,136,2041.698,2060.749,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.74275
2075.374,137,2064.888,2071.661,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.20078
2086.306,138,2075.744,2082.59,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.44194
2108.622,139,2086.635,2104.91,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.13173
2119.592,140,2109.105,2115.878,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.50208
2130.352,141,2119.96,2126.638,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.5016
2152.603,142,2130.688,2148.891,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.75483
2164.482,143,2153.072,2160.77,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.53318
2175.304,144,2164.855,2171.591,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.40175
2197.787,145,2175.677,2194.078,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.10008
2208.655,146,2198.421,2204.942,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.51825
2219.123,147,2209.135,2215.408,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.49959
2241.479,148,2219.454,2237.767,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.79443
2252.435,149,2241.921,2248.72,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.5624
2264.225,150,2252.763,2260.513,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.57711
2286.558,151,2264.58,2282.848,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.45624
2296.992,152,2287.095,2293.278,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.46064
2308.52,153,2297.347,2304.807,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.61884
2319.305,154,2308.918,2315.59,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.48208
2341.535,155,2319.644,2337.824,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.73291
2352.596,156,2341.989,2348.882,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.48576
2375.753,157,2352.971,2372.042,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.7019
2386.631,158,2376.226,2382.922,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.21589
2397.402,159,2386.981,2393.688,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.46246
2419.64,160,2397.766,2415.928,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.71547
2430.488,161,2420.116,2426.773,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.48676
2441.326,162,2430.844,2437.613,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.45511
2463.648,163,2441.736,2459.936,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.69744
2475.756,164,2464.148,2472.043,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.43944
2486.313,165,2476.173,2482.598,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.40206
2497.382,166,2486.659,2493.669,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.68394
2519.929,167,2497.748,2516.216,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.34766
2530.281,168,2520.419,2526.567,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.43212
2553.161,169,2530.621,2549.449,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.49917
2564.175,170,2553.657,2560.461,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.24596
2575.628,171,2564.666,2571.915,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.46062
2586.963,172,2576.008,2583.25,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.6462
2608.674,173,2587.364,2604.962,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.29292
2619.334,174,2609.151,2615.619,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.38839
2641.358,175,2619.675,2637.647,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.65739
2653.225,176,2641.79,2649.511,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.39756
2664.003,177,2653.574,2660.29,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.30718
2687.154,178,2664.354,2683.442,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.56004
2697.298,179,2687.597,2693.583,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.05229
2708.343,180,2697.635,2704.63,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.39911
2730.645,181,2708.742,2726.932,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.45425
2741.651,182,2731.188,2737.939,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.08708
2752.044,183,2742.098,2748.33,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.31969
2775.729,184,2752.374,2772.026,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.62421
2786.51,185,2776.294,2782.795,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.40112
2797.297,186,2786.849,2793.584,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.48561
2820.237,187,2797.656,2816.526,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.73456
2830.132,188,2820.68,2826.417,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.21106
2852.643,189,2830.475,2848.932,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.59373
2864.569,190,2853.18,2860.854,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.59119
2875.553,191,2864.906,2871.84,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.26725
2897.521,192,2875.94,2893.811,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.49706
2908.65,193,2897.97,2904.939,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.52325
2919.942,194,2909.067,2916.23,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.452
2941.932,195,2920.324,2938.222,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.4169
2952.232,196,2942.404,2948.517,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.42432
2964.313,197,2952.573,2960.601,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.52689
2986.69,198,2964.677,2982.978,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.41595
2997.284,199,2987.344,2993.569,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.11822
3008.87,200,2997.612,3005.162,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.4036
3030.914,201,3009.351,3027.201,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.42599
3041.706,202,3031.37,3037.994,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.16023
3063.481,203,3042.114,3059.769,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.41761
3075.647,204,3064.076,3071.934,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.76765
3086.511,205,3076.009,3082.795,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.34528
3108.968,206,3086.836,3105.258,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.35311
3119.785,207,3109.498,3116.071,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.65932
3141.529,208,3120.214,3137.817,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.36372
3154.181,209,3142.017,3150.471,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.42627
3164.576,210,3154.639,3160.879,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.93224
3186.779,211,3165.21,3183.068,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.24109
3197.62,212,3187.333,3193.906,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.40124
3208.297,213,3197.987,3204.585,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.66751
3230.643,214,3208.705,3226.93,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.38542
3242.003,215,3231.148,3238.292,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.37636
3253.21,216,3242.404,3249.496,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.57709
3275.606,217,3253.556,3271.895,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.23307
3286.661,218,3276.079,3282.947,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.39158
3308.728,219,3287.054,3305.02,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.63043
3319.701,220,3309.234,3315.988,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.3232
3330.512,221,3320.105,3326.799,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.38728
3342.047,222,3330.863,3338.334,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.38306
3363.84,223,3342.481,3360.127,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.56369
3374.953,224,3364.279,3371.241,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.34165
3397.747,225,3375.343,3394.035,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.57128
3409.235,226,3398.181,3405.522,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.32131
3420.318,227,3409.729,3416.604,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.23482
3441.977,228,3420.761,3438.265,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.90582
3452.606,229,3442.677,3448.891,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.21747
3463.436,230,3452.95,3459.723,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.24686
3486.097,231,3463.831,3482.387,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.51157
3497.759,232,3486.619,3494.045,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.38001
3508.851,233,3498.132,3505.138,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.2485
3531.032,234,3509.22,3527.319,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.24603
