ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,routine_name,element_iteration,condition_name,camera_rig_pos,camera_rig_rot,framerate
24.1943,0,14.2896,20.4793,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,89.93835
38.699,1,25.1137,34.9872,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,89.93095
57.5212,2,39.2506,53.8121,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,89.71437
69.3213,3,58.02,65.6115,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,89.27579
90.3117,4,69.8712,86.6104,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,89.22862
101.4369,5,90.8714,97.7254,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,88.76769
123.4428,6,101.8699,119.7315,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,88.75154
135.1788,7,123.9735,131.4671,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,88.25277
157.2803,8,135.6442,153.568,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,88.15937
168.3195,9,157.9125,164.6062,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,87.5885
189.9598,10,168.8376,186.2491,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,87.68918
200.846,11,190.4031,197.1324,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,87.05721
212.5522,12,201.6759,208.8387,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,87.09525
234.6395,13,212.9096,230.9293,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,87.00285
245.2985,14,235.2701,241.5849,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,86.5061
256.8757,15,245.667,253.1606,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,86.5155
279.5411,16,257.2231,275.8292,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,86.44255
289.846,17,280.0378,286.1308,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,85.84297
301.1379,18,290.1764,297.4261,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,85.93253
323.7498,19,301.629,320.0369,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,85.91615
334.9127,20,324.2041,331.201,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,85.32798
357.1369,21,335.4895,353.4248,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,85.34383
368.3006,22,357.5903,364.5901,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,84.66283
389.608,23,368.9135,385.8953,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,84.65531
401.0312,24,390.0701,397.3202,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,84.09219
422.2413,25,401.489,418.5277,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,84.05351
433.7665,26,422.6826,430.0585,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,83.38948
445.3656,27,434.1746,441.6507,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,83.45052
467.4925,28,445.7172,463.7829,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,83.31252
478.3711,29,468.0478,474.6587,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,82.64758
489.0772,30,478.7432,485.362,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,82.64807
499.4144,31,489.4126,495.702,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,82.78499
522.8165,32,499.7769,519.1042,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,82.75975
533.1524,33,523.2486,529.4374,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,82.07404
555.7498,34,533.4969,552.0382,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,82.26319
567.2944,35,556.1729,563.584,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,81.42658
577.6859,36,567.7616,573.9723,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,81.37273
598.8938,37,578.0536,595.1806,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,81.56601
610.4082,38,599.3293,606.6936,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,80.91396
620.8616,39,610.7457,617.1474,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,80.74096
643.2462,40,621.1895,639.5342,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,80.93757
653.9443,41,643.6744,650.229,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,80.25314
664.9912,42,654.2367,661.2783,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,80.30405
688.3974,43,665.3383,684.6864,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,80.26524
699.8358,44,688.917,696.1215,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,79.48579
709.6925,45,700.1993,705.9776,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,79.52642
731.8415,46,710.0378,728.1288,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,79.69406
741.9801,47,732.2662,738.268,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,78.88602
753.7291,48,742.6693,750.0164,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,78.98821
775.6653,49,754.0965,771.9557,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,78.98041
786.0375,50,776.1874,782.3244,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,78.17502
796.8592,51,786.3421,793.1433,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,78.25107
819.7986,52,797.1537,816.0866,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,78.22353
830.7309,53,820.2036,827.0155,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,77.50755
841.6502,54,831.0468,837.9399,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,77.48666
863.9597,55,841.9931,860.2469,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,77.43406
875.7725,56,864.4016,872.0584,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.67384
886.1782,57,876.2356,882.4651,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.61471
908.6848,58,886.5494,904.9777,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.70695
919.2257,59,909.2339,915.5109,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.76892
929.8702,60,919.535,926.1538,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.87621
953.0746,61,930.1554,949.3662,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.90186
963.3869,62,953.5083,959.6731,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.10052
975.4244,63,963.6864,971.7111,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.1673
997.5984,64,975.8539,993.8866,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.0798
1008.583,65,998.197,1004.87,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.04971
1019.469,66,1008.95,1015.755,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.1931
1042.297,67,1019.785,1038.604,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.51364
1052.729,68,1042.852,1049.014,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,73.82069
1063.746,69,1053.06,1060.031,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.15994
1086.085,70,1064.045,1082.375,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.72282
1097.52,71,1086.53,1093.805,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.12558
1108.47,72,1097.836,1104.76,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.72225
1130.81,73,1108.842,1127.098,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.73962
1141.802,74,1131.299,1138.088,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.72968
1152.559,75,1142.227,1148.845,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.8148
1174.729,76,1152.899,1171.017,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.08202
1186.641,77,1175.151,1182.926,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.84937
1197.357,78,1186.973,1193.644,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.98386
1219.499,79,1197.737,1215.789,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.67512
1230.49,80,1219.971,1226.777,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,74.83179
1241.542,81,1230.838,1237.828,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.07142
1252.305,82,1241.921,1248.59,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.73665
1274.786,83,1252.678,1271.074,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.72101
1286.567,84,1275.251,1282.853,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.10386
1296.968,85,1286.887,1293.253,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.70564
1319.742,86,1297.276,1316.029,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.6903
1330.435,87,1320.166,1326.72,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.03535
1352.694,88,1330.773,1348.982,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.7613
1363.417,89,1353.147,1359.702,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.1063
1374.653,90,1363.772,1370.94,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.81617
1398.227,91,1375.024,1394.518,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.81013
1408.913,92,1398.719,1405.198,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.742
1419.502,93,1409.345,1415.788,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.83642
1441.629,94,1419.834,1437.917,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.10729
1452.442,95,1442.442,1448.727,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.92097
1464.17,96,1452.744,1460.456,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.01738
1486.649,97,1464.516,1482.938,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.14983
1497.313,98,1487.139,1493.599,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.90356
1508.506,99,1497.647,1504.795,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.91044
1519.4,100,1508.967,1515.686,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.79841
1541.567,101,1519.735,1537.86,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,76.03511
1552.582,102,1542.115,1548.87,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.76266
1575.54,103,1552.922,1571.828,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.98542
1586.311,104,1576.016,1582.595,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.81924
1597.308,105,1586.653,1593.595,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.7722
1619.859,106,1597.686,1616.148,Lab_Idle,0,default,0.5844371 -1.628787 2.078253,0 182.853 0,75.99018
