frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,12.8343,9.8774,send_bytes [0A]
8,Lab_Idle,default,126.8392,123.8822,send_bytes [00]
59,Lab_Idle,default,1015.375,1012.418,send_bytes [00]
66,Lab_Idle,default,1125.961,1123.004,send_bytes [00]
11075,Lab_Instruction1,default,181166.1,21.9067,send_bytes [0B]
11080,Lab_Instruction1,default,181268,123.8242,send_bytes [00]
11138,Lab_Instruction1,default,182135.6,991.3528,send_bytes [00]
11147,Lab_Instruction1,default,182270.2,1125.948,send_bytes [00]
23986,Lab_Idle,default,373956.9,25.5855,send_bytes [0C]
23995,Lab_Idle,default,374066.9,135.5957,send_bytes [00]
24053,Lab_Idle,default,374947,1015.703,send_bytes [00]
24061,Lab_Idle,default,375067.5,1136.137,send_bytes [00]
25807,Lab_RestingStateEyesClosed,default,400997.7,22.1388,send_bytes [35]
25816,Lab_RestingStateEyesClosed,default,401112.3,136.7313,send_bytes [00]
25875,Lab_RestingStateEyesClosed,default,401978.8,1003.262,send_bytes [00]
25884,Lab_RestingStateEyesClosed,default,402110.8,1135.275,send_bytes [00]
37886,Lab_Idle,default,581016.8,19.2716,send_bytes [36]
37894,Lab_Idle,default,581120.6,123.0867,send_bytes [00]
37954,Lab_Idle,default,582021.9,1024.361,send_bytes [00]
37962,Lab_Idle,default,582131.9,1134.372,send_bytes [00]
38599,Lab_RestingStateEyesOpen,default,591582.1,19.026,send_bytes [37]
38608,Lab_RestingStateEyesOpen,default,591688.1,125.0383,send_bytes [00]
38666,Lab_RestingStateEyesOpen,default,592545.2,982.1428,send_bytes [00]
38676,Lab_RestingStateEyesOpen,default,592699.6,1136.585,send_bytes [00]
50647,Lab_InstantTrigg,default,771592.6,19.0757,send_bytes [38]
50655,Lab_InstantTrigg,default,771697.6,124.0845,send_bytes [00]
52755,Lab_Idle,default,772577.1,802.7462,send_bytes [00]
52755,Lab_Idle,default,772698.1,923.7633,send_bytes [00]
61753,Forest_MPS_Part1,default,942666,27.4052,send_bytes [0D]
