frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,36.5437,26.5893,send_bytes [0A]
4,Lab_Idle,default,145.5552,135.5999,send_bytes [00]
58,Lab_Idle,default,998.082,988.1268,send_bytes [00]
71,Lab_Idle,default,1162.097,1152.142,send_bytes [00]
5228,Lab_RestingStateEyesClosed,default,63011.75,17.7624,send_bytes [35]
5238,Lab_RestingStateEyesClosed,default,63118.76,124.7749,send_bytes [00]
5307,Lab_RestingStateEyesClosed,default,63983.87,989.8803,send_bytes [00]
5319,Lab_RestingStateEyesClosed,default,64127.46,1133.478,send_bytes [00]
7837,Lab_Idle,default,93364.08,16.1688,send_bytes [0C]
7848,Lab_Idle,default,93472.52,124.6038,send_bytes [00]
7927,Lab_Idle,default,94352.2,1004.292,send_bytes [00]
7939,Lab_Idle,default,94484.22,1136.31,send_bytes [00]
8602,Lab_RestingStateEyesClosed,default,102054.2,16.8357,send_bytes [35]
8613,Lab_RestingStateEyesClosed,default,102160.2,122.8561,send_bytes [00]
8688,Lab_RestingStateEyesClosed,default,103028.7,991.3774,send_bytes [00]
8701,Lab_RestingStateEyesClosed,default,103172.7,1135.395,send_bytes [00]
24363,Lab_Idle,default,282063.5,17.381,send_bytes [36]
24373,Lab_Idle,default,282170.9,124.8086,send_bytes [00]
24452,Lab_Idle,default,283048.6,1002.494,send_bytes [00]
24464,Lab_Idle,default,283181.6,1135.515,send_bytes [00]
25519,Lab_RestingStateEyesOpen,default,295052.7,17.4363,send_bytes [37]
25530,Lab_RestingStateEyesOpen,default,295158.6,123.2974,send_bytes [00]
25609,Lab_RestingStateEyesOpen,default,296036.7,1001.405,send_bytes [00]
25621,Lab_RestingStateEyesOpen,default,296169.7,1134.42,send_bytes [00]
41297,Lab_InstantTrigg,default,475063.5,18.3594,send_bytes [38]
41307,Lab_InstantTrigg,default,475168.9,123.7773,send_bytes [00]
42286,Lab_Idle,default,476057.7,801.9906,send_bytes [00]
42286,Lab_Idle,default,476181.7,925.9957,send_bytes [00]
51885,Forest_MPS_Part1,default,604768.6,25.0647,send_bytes [0D]
51889,Forest_MPS_Part1,default,604875.6,132.072,send_bytes [00]
51925,Forest_MPS_Part1,default,605749.7,1006.184,send_bytes [00]
51931,Forest_MPS_Part1,default,605891.8,1148.202,send_bytes [00]
53850,Night_MPS_Part2,default,652032.5,20.2734,send_bytes [3F]
53858,Night_MPS_Part2,default,652152.5,140.2909,send_bytes [00]
53903,Night_MPS_Part2,default,652996,983.815,send_bytes [00]
53912,Night_MPS_Part2,default,653161.6,1149.419,send_bytes [00]
70920,Forest_MPS_Part3,default,972998.8,1.7461,send_bytes [40]
70926,Forest_MPS_Part3,default,973109.8,112.7611,send_bytes [00]
70965,Forest_MPS_Part3,default,974008.9,1011.871,send_bytes [00]
70970,Forest_MPS_Part3,default,974116.5,1119.465,send_bytes [00]
83572,Forest_Exit,default,1273100,26.9348,send_bytes [0F]
83578,Forest_Exit,default,1273210,137.3726,send_bytes [00]
83615,Forest_Exit,default,1274076,1003.054,send_bytes [00]
83621,Forest_Exit,default,1274220,1147.072,send_bytes [00]
94108,Lab_WelcomeBack,default,1532359,15.5197,send_bytes [10]
94118,Lab_WelcomeBack,default,1532477,133.9512,send_bytes [00]
94186,Lab_WelcomeBack,default,1533335,991.6368,send_bytes [00]
94199,Lab_WelcomeBack,default,1533488,1144.667,send_bytes [00]
111514,Lab_PreFBI,default,1735292,13.585,send_bytes [11]
111522,Lab_PreFBI,default,1735404,124.5945,send_bytes [00]
111596,Lab_PreFBI,default,1736281,1002.286,send_bytes [00]
111607,Lab_PreFBI,default,1736405,1126.304,send_bytes [00]
111969,Lab_FixationCross,asynchroneous,1740596,16.4365,send_bytes [16]
111980,Lab_FixationCross,asynchroneous,1740702,122.4529,send_bytes [00]
112059,Lab_FixationCross,asynchroneous,1741579,999.5576,send_bytes [00]
112070,Lab_FixationCross,asynchroneous,1741702,1122.577,send_bytes [00]
113863,Lab_Stroking,asynchroneous,1761673,11.6043,send_bytes [17]
113874,Lab_Stroking,asynchroneous,1761785,123.6343,send_bytes [00]
113953,Lab_Stroking,asynchroneous,1762657,995.1475,send_bytes [00]
113965,Lab_Stroking,asynchroneous,1762790,1128.745,send_bytes [00]
117458,Lab_FixationCross,asynchroneous,1801675,12.5264,send_bytes [18]
117469,Lab_FixationCross,asynchroneous,1801786,123.5375,send_bytes [00]
117549,Lab_FixationCross,asynchroneous,1802675,1012.651,send_bytes [00]
117559,Lab_FixationCross,asynchroneous,1802786,1123.66,send_bytes [00]
119257,Lab_FBIQuestionnaire,asynchroneous,1821682,12.5964,send_bytes [19]
119268,Lab_FBIQuestionnaire,asynchroneous,1821793,123.6099,send_bytes [00]
119348,Lab_FBIQuestionnaire,asynchroneous,1822680,1011.141,send_bytes [00]
119359,Lab_FBIQuestionnaire,asynchroneous,1822804,1134.746,send_bytes [00]
122755,Lab_FixationCross,asynchroneous,1860558,11.0452,send_bytes [16]
122765,Lab_FixationCross,asynchroneous,1860661,114.0556,send_bytes [00]
122845,Lab_FixationCross,asynchroneous,1861544,996.7429,send_bytes [00]
122856,Lab_FixationCross,asynchroneous,1861663,1115.762,send_bytes [00]
124652,Lab_Stroking,asynchroneous,1881642,11.4616,send_bytes [17]
124663,Lab_Stroking,asynchroneous,1881742,111.4819,send_bytes [00]
124743,Lab_Stroking,asynchroneous,1882632,1001.12,send_bytes [00]
