ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,routine_name,element_iteration,condition_name,eyes_camera_pos,eyes_camera_rot,framerate
44379.45,2777,44368.52,44375.37,Lab_Idle,0,default,-0.01523115 2.516602 1.197556,353.7724 6.921988 358.0302,72.96452
44389.85,2778,44379.91,44385.76,Lab_Idle,0,default,-0.01519859 2.516569 1.197547,353.7689 6.936066 358.03,72.91753
44412.55,2779,44390.28,44408.47,Lab_Idle,0,default,-0.0147233 2.516417 1.197446,353.6965 6.974147 358.0341,73.05492
44424,2780,44413.06,44419.92,Lab_Idle,0,default,-0.01464461 2.516404 1.197462,353.6658 7.017252 358.016,73.03423
44446.2,2781,44424.75,44442.12,Lab_Idle,0,default,-0.01468444 2.516919 1.197984,353.6751 7.041093 357.9803,72.98796
44456.85,2782,44446.81,44452.77,Lab_Idle,0,default,-0.01458721 2.516907 1.198031,353.6849 7.074835 357.921,72.77477
44467.72,2783,44457.29,44463.64,Lab_Idle,0,default,-0.01454124 2.516895 1.198089,353.6576 7.088512 357.8817,73.09586
44490.02,2784,44468.18,44485.94,Lab_Idle,0,default,-0.01440145 2.516818 1.19834,353.6423 7.098598 357.8468,73.37672
44501.16,2785,44490.63,44497.08,Lab_Idle,0,default,-0.01427716 2.516795 1.198585,353.6339 7.138718 357.8109,73.07185
44523.99,2786,44501.66,44519.91,Lab_Idle,0,default,-0.01431082 2.516912 1.199391,353.536 7.136423 357.7515,73.02377
44534.46,2787,44524.55,44530.37,Lab_Idle,0,default,-0.01417741 2.517027 1.199896,353.4644 7.166896 357.7071,73.02196
44545.75,2788,44534.98,44541.67,Lab_Idle,0,default,-0.01394705 2.517251 1.20023,353.4538 7.187999 357.7508,73.10607
44567.75,2789,44546.33,44563.67,Lab_Idle,0,default,-0.01370752 2.517155 1.200567,353.5845 7.262451 357.8739,73.05865
44579.25,2790,44568.3,44575.17,Lab_Idle,0,default,-0.01343149 2.516933 1.201335,353.8122 7.403983 357.9218,73.07747
44589.88,2791,44579.8,44585.8,Lab_Idle,0,default,-0.01319357 2.516523 1.20154,354.0152 7.530109 357.9147,73.00469
44612.49,2792,44590.39,44608.41,Lab_Idle,0,default,-0.01284308 2.515932 1.201772,354.2229 7.660712 357.8193,73.31895
44623.41,2793,44613.04,44619.33,Lab_Idle,0,default,-0.01251205 2.515592 1.202258,354.3721 7.81374 357.7774,72.75246
44645.67,2794,44623.91,44641.59,Lab_Idle,0,default,-0.012646 2.515613 1.201835,354.2926 7.940396 357.7453,73.03967
44656.99,2795,44646.22,44652.91,Lab_Idle,0,default,-0.01236093 2.515345 1.202382,354.4099 8.098849 357.6884,73.04703
44667.9,2796,44657.52,44663.82,Lab_Idle,0,default,-0.01226991 2.515149 1.202639,354.5269 8.190144 357.6642,73.061
44690.48,2797,44668.38,44686.4,Lab_Idle,0,default,-0.01237672 2.514702 1.202827,354.9205 8.245687 357.5663,73.02502
44701.63,2798,44691.1,44697.55,Lab_Idle,0,default,-0.0124054 2.514235 1.203424,355.3306 8.355039 357.4656,72.74001
44712.2,2799,44702.11,44708.12,Lab_Idle,0,default,-0.01253414 2.513926 1.203465,355.5694 8.372645 357.4077,72.99657
44734.55,2800,44712.72,44730.47,Lab_Idle,0,default,-0.01282258 2.513689 1.203267,355.7638 8.363756 357.3844,73.31968
44746.11,2801,44735.28,44742.03,Lab_Idle,0,default,-0.01297807 2.512988 1.203148,356.0773 8.419758 357.3296,73.06093
44767.84,2802,44746.59,44763.76,Lab_Idle,0,default,-0.01339126 2.512876 1.202664,356.1176 8.388362 357.3214,73.01818
44779.29,2803,44768.42,44775.21,Lab_Idle,0,default,-0.01373301 2.512475 1.202354,356.2484 8.40567 357.2819,73.02807
44790.27,2804,44779.76,44786.19,Lab_Idle,0,default,-0.01408023 2.512544 1.202006,356.1609 8.381245 357.2942,73.01891
44812.41,2805,44790.73,44808.33,Lab_Idle,0,default,-0.01463476 2.512964 1.20188,355.8518 8.342872 357.3537,73.00833
44823.65,2806,44812.97,44819.57,Lab_Idle,0,default,-0.01520417 2.513293 1.201392,355.6451 8.318226 357.4187,73.01918
44834.43,2807,44824.16,44830.35,Lab_Idle,0,default,-0.01554729 2.513724 1.201062,355.4404 8.285647 357.5214,73.0177
44856.73,2808,44834.88,44852.65,Lab_Idle,0,default,-0.01605017 2.514331 1.201011,355.2505 8.234414 357.7115,73.31235
44868.39,2809,44857.29,44864.31,Lab_Idle,0,default,-0.01657995 2.51472 1.200441,355.089 8.205425 357.8563,73.09289
44890.31,2810,44868.96,44886.23,Lab_Idle,0,default,-0.01676457 2.514878 1.200525,354.9505 8.193815 357.9988,73.02582
44901.26,2811,44890.86,44897.17,Lab_Idle,0,default,-0.01738365 2.51535 1.200315,354.7535 8.17425 358.182,73.02267
44912.41,2812,44901.71,44908.33,Lab_Idle,0,default,-0.01752402 2.515492 1.200052,354.6673 8.158699 358.2852,73.06547
44934.45,2813,44912.95,44930.37,Lab_Idle,0,default,-0.01750544 2.515473 1.199775,354.6833 8.13833 358.3618,73.0415
44946.01,2814,44934.96,44941.93,Lab_Idle,0,default,-0.01761011 2.515287 1.199287,354.6165 8.107899 358.4523,73.04394
44957.01,2815,44946.53,44952.93,Lab_Idle,0,default,-0.01770209 2.515271 1.199034,354.6122 8.083635 358.4631,73.00201
44979.02,2816,44957.47,44974.94,Lab_Idle,0,default,-0.01788729 2.51515 1.199226,354.6085 8.047932 358.293,73.26871
44990.44,2817,44979.53,44986.36,Lab_Idle,0,default,-0.01816908 2.515089 1.198892,354.5389 7.967098 358.242,73.01738
45012.61,2818,44990.88,45008.53,Lab_Idle,0,default,-0.01837766 2.515346 1.199169,354.6125 7.852579 358.1529,73.0107
45023.33,2819,45013.17,45019.26,Lab_Idle,0,default,-0.01870736 2.51519 1.198925,354.6926 7.718353 358.1321,72.99699
45034.67,2820,45023.79,45030.59,Lab_Idle,0,default,-0.01889652 2.515032 1.198851,354.8173 7.602405 358.1146,73.08956
45057.11,2821,45035.3,45053.04,Lab_Idle,0,default,-0.01949395 2.514718 1.199381,354.9965 7.471102 358.0884,73.03628
45068.12,2822,45057.87,45064.04,Lab_Idle,0,default,-0.01991129 2.514526 1.199152,355.1619 7.298697 358.0442,73.03681
45079.17,2823,45068.57,45075.09,Lab_Idle,0,default,-0.02026305 2.514344 1.199538,355.2808 7.19864 358.0088,73.10749
45101.05,2824,45079.65,45096.97,Lab_Idle,0,default,-0.02071908 2.514785 1.199861,355.3979 7.118437 357.9691,73.36652
45112.48,2825,45101.55,45108.4,Lab_Idle,0,default,-0.02108098 2.514628 1.199592,355.5156 6.971893 357.9268,73.0853
45123.58,2826,45112.96,45119.5,Lab_Idle,0,default,-0.02120776 2.514597 1.199384,355.5334 6.929007 357.9071,73.0069
45145.7,2827,45124.01,45141.62,Lab_Idle,0,default,-0.02131059 2.514558 1.199162,355.4802 6.923989 357.9036,73.26257
45157.26,2828,45146.2,45153.18,Lab_Idle,0,default,-0.02151871 2.514456 1.198715,355.5297 6.837761 357.8711,73.01463
45178.65,2829,45157.72,45174.57,Lab_Idle,0,default,-0.02139507 2.514465 1.198396,355.3936 6.88043 357.8432,73.21457
45190.33,2830,45179.16,45186.25,Lab_Idle,0,default,-0.02139328 2.514656 1.197912,355.2406 6.854355 357.8077,72.98228
45200.92,2831,45190.85,45196.84,Lab_Idle,0,default,-0.02149527 2.515275 1.198124,355.0725 6.870991 357.8128,72.90373
45224.1,2832,45201.34,45220.03,Lab_Idle,0,default,-0.02125756 2.515667 1.197896,354.8829 6.930607 357.8348,73.22449
45234.33,2833,45224.69,45230.25,Lab_Idle,0,default,-0.02104784 2.516021 1.197443,354.7142 6.966422 357.8422,73.01486
45256.93,2834,45234.78,45252.85,Lab_Idle,0,default,-0.02094547 2.51626 1.197559,354.6172 7.043817 357.8773,73.0601
45268.01,2835,45257.49,45263.93,Lab_Idle,0,default,-0.02064425 2.516529 1.197147,354.4461 7.109092 357.9083,73.04977
45278.96,2836,45268.43,45274.88,Lab_Idle,0,default,-0.02045304 2.516588 1.197183,354.3775 7.139194 357.9613,73.07876
45300.91,2837,45279.41,45296.83,Lab_Idle,0,default,-0.02014237 2.516617 1.197104,354.3299 7.188783 358.0746,73.08237
45312.53,2838,45301.51,45308.46,Lab_Idle,0,default,-0.01983219 2.516778 1.197081,354.2092 7.229124 358.1677,73.09584
45323.17,2839,45313.02,45319.09,Lab_Idle,0,default,-0.01963618 2.516798 1.197043,354.1744 7.214163 358.2342,73.04613
45345.79,2840,45323.6,45341.71,Lab_Idle,0,default,-0.01963059 2.516673 1.197826,354.1953 7.164838 358.3073,73.36087
45356.98,2841,45346.31,45352.9,Lab_Idle,0,default,-0.01924801 2.516716 1.197736,354.1289 7.146769 358.389,73.09635
45390.45,2842,45357.39,45386.37,Lab_Idle,0,default,-0.01902427 2.516364 1.198339,354.2763 7.089259 358.2465,73.10878
45401.29,2843,45391.04,45397.21,Lab_Idle,0,default,-0.01849519 2.51617 1.198376,354.3468 7.036256 358.2099,72.28629
45412.46,2844,45401.76,45408.38,Lab_Idle,0,default,-0.01825452 2.51595 1.198524,354.4753 6.990937 358.1224,72.59424
45434.52,2845,45412.93,45430.44,Lab_Idle,0,default,-0.01819807 2.515765 1.199097,354.6574 6.876809 358.0627,72.85022
45445.6,2846,45435.06,45441.52,Lab_Idle,0,default,-0.01792409 2.515571 1.19926,354.7696 6.762556 358.0184,72.64881
45456.86,2847,45446.07,45452.78,Lab_Idle,0,default,-0.01777267 2.515491 1.19936,354.8079 6.694222 357.9869,72.91499
45479.03,2848,45457.32,45474.95,Lab_Idle,0,default,-0.01741324 2.515562 1.199347,354.7204 6.676084 357.9094,73.57624
45489.93,2849,45479.54,45485.85,Lab_Idle,0,default,-0.01704331 2.515537 1.199546,354.6947 6.690472 357.7864,72.54288
45500.78,2850,45490.5,45496.7,Lab_Idle,0,default,-0.01681412 2.515519 1.199644,354.6867 6.751442 357.7097,72.83281
45523.45,2851,45501.24,45519.37,Lab_Idle,0,default,-0.01654839 2.515417 1.200515,354.6948 7.003477 357.5845,73.55218
45534.45,2852,45523.93,45530.37,Lab_Idle,0,default,-0.01601417 2.515326 1.201088,354.6725 7.2104 357.4736,72.86517
45545.44,2853,45534.94,45541.36,Lab_Idle,0,default,-0.01565183 2.515316 1.20121,354.6255 7.356496 357.4337,73.57527
45567.92,2854,45545.9,45563.84,Lab_Idle,0,default,-0.01503766 2.515368 1.20137,354.4637 7.685975 357.4161,73.50673
45579.03,2855,45568.38,45574.95,Lab_Idle,0,default,-0.01409806 2.515244 1.201851,354.3398 8.060062 357.3107,72.84095
45590.06,2856,45579.5,45585.98,Lab_Idle,0,default,-0.01360846 2.515191 1.201937,354.2917 8.328576 357.2849,73.51647
45612.51,2857,45590.56,45608.43,Lab_Idle,0,default,-0.01319193 2.515091 1.202407,354.38 8.640841 357.2878,73.57128
45623.48,2858,45613.12,45619.39,Lab_Idle,0,default,-0.01241344 2.514898 1.202454,354.4204 9.05969 357.2648,72.82103
45645.7,2859,45623.91,45641.62,Lab_Idle,0,default,-0.01201051 2.514739 1.202695,354.431 9.262857 357.3175,73.53362
45656.65,2860,45646.32,45652.56,Lab_Idle,0,default,-0.01142628 2.514622 1.202723,354.3488 9.632841 357.2979,72.82577
45667.48,2861,45657.1,45663.4,Lab_Idle,0,default,-0.0112413 2.514612 1.203243,354.2895 9.787774 357.2635,73.5301
45690,2862,45667.89,45685.92,Lab_Idle,0,default,-0.0112733 2.514685 1.203157,354.3438 9.887943 357.2343,73.59013
45701.15,2863,45690.57,45697.07,Lab_Idle,0,default,-0.01097046 2.51465 1.203097,354.3607 10.15203 357.2185,72.8742
45723.4,2864,45701.67,45719.33,Lab_Idle,0,default,-0.01100697 2.514743 1.203283,354.2977 10.10754 357.294,73.56021
45734.6,2865,45723.93,45730.52,Lab_Idle,0,default,-0.01074864 2.514516 1.202999,354.2137 10.24097 357.3474,72.54786
45745.53,2866,45735.12,45741.45,Lab_Idle,0,default,-0.01072653 2.514584 1.203036,354.1475 10.26423 357.4098,72.80115
45767.82,2867,45746.02,45763.74,Lab_Idle,0,default,-0.01121068 2.51522 1.200884,354.0558 10.18846 357.5039,73.51016
45779.14,2868,45768.53,45775.06,Lab_Idle,0,default,-0.0111151 2.515411 1.200943,353.9746 10.20833 357.6093,72.8778
45790.4,2869,45779.6,45786.33,Lab_Idle,0,default,-0.01108511 2.515503 1.200968,353.9601 10.18849 357.6548,73.52218
45812.22,2870,45790.9,45808.14,Lab_Idle,0,default,-0.01100338 2.515403 1.200566,354.0304 10.10706 357.71,73.27163
45823.41,2871,45812.7,45819.36,Lab_Idle,0,default,-0.01090555 2.515333 1.200532,354.067 10.09187 357.7541,72.85674
45834.19,2872,45823.87,45830.11,Lab_Idle,0,default,-0.01084983 2.515258 1.200513,354.0947 10.08154 357.7577,73.52299
45856.69,2873,45834.65,45852.61,Lab_Idle,0,default,-0.01074008 2.514818 1.200712,354.0968 10.06925 357.6824,73.58183
45868.04,2874,45857.25,45863.96,Lab_Idle,0,default,-0.01133578 2.516194 1.202057,354.1015 10.10394 357.6321,72.84975
45890.19,2875,45868.46,45886.11,Lab_Idle,0,default,-0.01125848 2.516114 1.20207,354.123 10.16189 357.5286,73.50631
45901.09,2876,45890.83,45897.01,Lab_Idle,0,default,-0.01110597 2.516068 1.202118,354.1567 10.24681 357.456,72.88869
45912.26,2877,45901.6,45908.18,Lab_Idle,0,default,-0.01083047 2.515551 1.202194,354.1956 10.31547 357.407,73.58774
45934.18,2878,45912.71,45930.1,Lab_Idle,0,default,-0.01079814 2.515444 1.202424,354.2441 10.3197 357.4499,73.5592
45945.88,2879,45934.67,45941.8,Lab_Idle,0,default,-0.0106778 2.51555 1.202468,354.275 10.33819 357.456,72.89482
45967.62,2880,45946.39,45963.54,Lab_Idle,0,default,-0.01149106 2.516497 1.203447,354.2978 10.27644 357.5212,73.50085
45979.25,2881,45968.14,45975.17,Lab_Idle,0,default,-0.01152551 2.516552 1.203414,354.3098 10.23472 357.563,72.61095
45990.01,2882,45979.8,45985.94,Lab_Idle,0,default,-0.01158207 2.516566 1.203374,354.2812 10.19799 357.5935,73.23364
46012.2,2883,45990.53,46008.12,Lab_Idle,0,default,-0.01204142 2.516153 1.20356,354.1648 10.10821 357.6563,73.53186
46023.84,2884,46012.71,46019.76,Lab_Idle,0,default,-0.01218099 2.516222 1.203507,354.076 10.02899 357.7232,72.88763
46034.48,2885,46024.35,46030.4,Lab_Idle,0,default,-0.01226787 2.516253 1.203471,354.0155 9.977659 357.7765,73.50563
46056.63,2886,46034.89,46052.56,Lab_Idle,0,default,-0.01244276 2.515811 1.20352,353.9268 9.875859 357.881,73.5214
46067.64,2887,46057.16,46063.56,Lab_Idle,0,default,-0.01307585 2.516853 1.204465,353.8725 9.765483 357.9991,72.8698
46090.31,2888,46068.07,46086.23,Lab_Idle,0,default,-0.01308358 2.516781 1.204388,353.9214 9.688123 358.0658,73.57097
46101.58,2889,46090.82,46097.5,Lab_Idle,0,default,-0.01313079 2.516706 1.204306,353.9472 9.584736 358.1579,72.59009
46112.26,2890,46102.03,46108.18,Lab_Idle,0,default,-0.0130348 2.516314 1.203905,353.9907 9.539496 358.1702,73.25171
46134.44,2891,46112.74,46130.36,Lab_Idle,0,default,-0.01293662 2.516226 1.203794,354.0717 9.522771 358.1306,73.55977
46145.96,2892,46134.94,46141.88,Lab_Idle,0,default,-0.01298838 2.515724 1.203492,354.149 9.464612 358.1227,72.65261
46156.4,2893,46146.48,46152.32,Lab_Idle,0,default,-0.01289644 2.515598 1.203386,354.2289 9.471039 358.0526,72.86735
46178.91,2894,46156.82,46174.83,Lab_Idle,0,default,-0.01340177 2.516448 1.203903,354.3166 9.519408 357.9612,73.63331
46189.99,2895,46179.49,46185.91,Lab_Idle,0,default,-0.01324618 2.516304 1.203743,354.388 9.530776 357.9163,72.99708
46200.84,2896,46190.45,46196.76,Lab_Idle,0,default,-0.01325437 2.516068 1.203366,354.4126 9.572807 357.896,73.65656
46223.41,2897,46201.26,46219.33,Lab_Idle,0,default,-0.01308441 2.516013 1.203175,354.4407 9.65331 357.8874,73.75528
46234.64,2898,46223.93,46230.55,Lab_Idle,0,default,-0.01289614 2.515877 1.20295,354.5031 9.702692 357.8709,72.99605
46256.95,2899,46235.07,46252.88,Lab_Idle,0,default,-0.01290913 2.515413 1.202797,354.5076 9.772943 357.8918,73.69351
46267.64,2900,46257.6,46263.56,Lab_Idle,0,default,-0.01362401 2.516431 1.203542,354.5725 9.854499 357.8898,72.88633
46278.82,2901,46268.06,46274.74,Lab_Idle,0,default,-0.01353649 2.51635 1.203435,354.5871 9.888683 357.9001,73.64663
46300.91,2902,46279.31,46296.83,Lab_Idle,0,default,-0.01357811 2.515875 1.20347,354.6245 9.902133 357.9207,73.63416
46312.28,2903,46301.4,46308.2,Lab_Idle,0,default,-0.01343741 2.515726 1.203218,354.6651 9.949377 357.9063,72.93597
46334.21,2904,46312.77,46330.14,Lab_Idle,0,default,-0.01339103 2.515735 1.203029,354.6688 9.953724 357.877,73.57854
46345.86,2905,46334.81,46341.78,Lab_Idle,0,default,-0.01372501 2.515366 1.202129,354.6915 9.996117 357.8438,72.64201
46356.69,2906,46346.31,46352.62,Lab_Idle,0,default,-0.01369051 2.515372 1.201941,354.687 10.0053 357.8135,72.84404
46379.32,2907,46357.17,46375.24,Lab_Idle,0,default,-0.01427011 2.516434 1.202513,354.6614 10.02047 357.7793,73.56952
46389.87,2908,46379.84,46385.79,Lab_Idle,0,default,-0.01418313 2.516511 1.202225,354.6296 10.04482 357.757,72.88386
46401,2909,46390.38,46396.92,Lab_Idle,0,default,-0.01441938 2.516334 1.202231,354.5951 10.05084 357.7472,73.21205
46423.12,2910,46401.47,46419.04,Lab_Idle,0,default,-0.01444291 2.516473 1.202062,354.5296 10.07075 357.7554,74.10814
46434.36,2911,46423.72,46430.28,Lab_Idle,0,default,-0.01439257 2.51657 1.201754,354.4879 10.09862 357.7519,73.16118
46445.76,2912,46434.82,46441.69,Lab_Idle,0,default,-0.01455932 2.516364 1.20159,354.4523 10.10984 357.7709,73.39702
46467.67,2913,46446.23,46463.59,Lab_Idle,0,default,-0.01516661 2.517107 1.202032,354.423 10.12168 357.8221,74.02921
46479.19,2914,46468.23,46475.1,Lab_Idle,0,default,-0.01517969 2.517209 1.201781,354.3806 10.14834 357.8575,73.13202
46489.65,2915,46479.65,46485.57,Lab_Idle,0,default,-0.0151923 2.517244 1.201672,354.3684 10.1478 357.8795,73.33584
46512.49,2916,46490.09,46508.41,Lab_Idle,0,default,-0.01535782 2.517025 1.20131,354.3491 10.14036 357.9253,74.08877
46523.38,2917,46513.01,46519.3,Lab_Idle,0,default,-0.01537447 2.517084 1.201087,354.2892 10.14712 357.9716,73.0864
46545.77,2918,46524.11,46541.69,Lab_Idle,0,default,-0.01566369 2.516695 1.201225,354.2682 10.13454 358.0098,73.36404
46556.62,2919,46546.28,46552.54,Lab_Idle,0,default,-0.01568824 2.516742 1.201031,354.2409 10.1406 358.0539,73.10974
46567.79,2920,46557.24,46563.71,Lab_Idle,0,default,-0.01613281 2.517423 1.20151,354.2321 10.14246 358.077,73.12537
46589.79,2921,46568.3,46585.71,Lab_Idle,0,default,-0.01612584 2.517438 1.201479,354.2492 10.12971 358.1029,73.37116
46601.15,2922,46590.36,46597.06,Lab_Idle,0,default,-0.01637821 2.517164 1.201167,354.2534 10.1206 358.1379,73.13367
46623.58,2923,46601.73,46619.51,Lab_Idle,0,default,-0.01637344 2.517125 1.20112,354.2842 10.11659 358.1278,73.09579
46634.25,2924,46624.16,46630.17,Lab_Idle,0,default,-0.01652985 2.516749 1.200888,354.2891 10.10161 358.1549,73.09544
46645.74,2925,46634.97,46641.66,Lab_Idle,0,default,-0.01650851 2.516746 1.200832,354.2798 10.08939 358.1735,73.13567
46667.68,2926,46646.21,46663.6,Lab_Idle,0,default,-0.01693788 2.517247 1.201246,354.2765 10.06377 358.1846,73.34319
46679.46,2927,46668.26,46675.39,Lab_Idle,0,default,-0.01692008 2.517284 1.201134,354.2612 10.04363 358.2006,73.07835
46689.73,2928,46679.91,46685.65,Lab_Idle,0,default,-0.01689589 2.51729 1.201083,354.2515 10.02459 358.187,72.96479
46712.16,2929,46690.21,46708.08,Lab_Idle,0,default,-0.01698991 2.516816 1.201026,354.2344 9.998138 358.1912,73.33001
46723.19,2930,46712.66,46719.12,Lab_Idle,0,default,-0.01692233 2.516858 1.20092,354.216 9.968335 358.2035,73.08675
46745.91,2931,46723.68,46741.83,Lab_Idle,0,default,-0.01695619 2.516458 1.20071,354.2124 9.958885 358.1745,73.3483
46756.61,2932,46746.47,46752.53,Lab_Idle,0,default,-0.01685267 2.516439 1.200609,354.2092 9.941084 358.1665,73.09301
46767.49,2933,46757.08,46763.41,Lab_Idle,0,default,-0.01678607 2.516416 1.200561,354.227 9.932508 358.1725,73.12232
46789.98,2934,46767.97,46785.91,Lab_Idle,0,default,-0.01702835 2.516808 1.200866,354.24 9.931292 358.1837,73.40163
46801,2935,46790.5,46796.92,Lab_Idle,0,default,-0.01705657 2.516409 1.200778,354.2287 9.915201 358.1815,73.16747
46812.72,2936,46801.44,46808.64,Lab_Idle,0,default,-0.01697657 2.516383 1.200769,354.2282 9.922138 358.1585,73.19874
46834.52,2937,46813.2,46830.44,Lab_Idle,0,default,-0.01709337 2.516268 1.200784,354.247 9.916018 358.1272,73.79649
46845.86,2938,46835.02,46841.78,Lab_Idle,0,default,-0.01692573 2.516221 1.200747,354.2695 9.897267 358.1191,72.83571
46856.54,2939,46846.36,46852.46,Lab_Idle,0,default,-0.01682573 2.516189 1.20074,354.2847 9.879032 358.1152,73.0677
46878.98,2940,46856.98,46874.9,Lab_Idle,0,default,-0.01710636 2.516735 1.201013,354.3224 9.861423 358.1287,73.37538
46890.08,2941,46879.52,46886,Lab_Idle,0,default,-0.0169168 2.516675 1.200985,354.3506 9.838237 358.1322,73.15354
46900.91,2942,46890.56,46896.83,Lab_Idle,0,default,-0.01761634 2.517091 1.200368,354.3749 9.835268 358.1407,73.40601
46923.37,2943,46901.4,46919.29,Lab_Idle,0,default,-0.01749464 2.517061 1.200342,354.3842 9.839669 358.1132,74.11219
46934.45,2944,46924.1,46930.37,Lab_Idle,0,default,-0.01762592 2.517126 1.200366,354.4139 9.844666 358.09,73.16161
46956.85,2945,46934.87,46952.77,Lab_Idle,0,default,-0.01744103 2.517101 1.200308,354.4304 9.873075 358.0831,73.84032
46967.61,2946,46957.46,46963.53,Lab_Idle,0,default,-0.01766412 2.517729 1.200617,354.4668 9.89747 358.075,73.22092
46979.07,2947,46968.07,46974.99,Lab_Idle,0,default,-0.01751351 2.517735 1.200572,354.4707 9.937473 358.0679,73.52293
46989.86,2948,46979.6,46985.78,Lab_Idle,0,default,-0.01733825 2.517759 1.200514,354.486 9.983273 358.0636,74.13755
47012.39,2949,46990.29,47008.31,Lab_Idle,0,default,-0.01731598 2.51769 1.200351,354.4745 10.06973 358.034,74.23887
47023.21,2950,47012.92,47019.14,Lab_Idle,0,default,-0.01697189 2.517735 1.200223,354.4918 10.17473 358.0049,73.94492
47045.79,2951,47023.71,47041.71,Lab_Idle,0,default,-0.0169668 2.517594 1.20011,354.4769 10.27652 357.9834,74.21696
47056.97,2952,47046.29,47052.89,Lab_Idle,0,default,-0.01658335 2.517644 1.199946,354.4666 10.39378 357.9605,73.28616
47067.6,2953,47057.43,47063.52,Lab_Idle,0,default,-0.01675083 2.518211 1.200246,354.4624 10.45938 357.9444,73.52628
47090.3,2954,47068.06,47086.22,Lab_Idle,0,default,-0.01653029 2.518272 1.200132,354.4454 10.51284 357.9094,74.2581
47101.24,2955,47090.8,47097.17,Lab_Idle,0,default,-0.01635712 2.51812 1.200052,354.4239 10.60247 357.8733,73.55949
47112.49,2956,47101.71,47108.41,Lab_Idle,0,default,-0.01617982 2.51817 1.199969,354.4157 10.65067 357.8541,74.26504
47134.71,2957,47113.04,47130.63,Lab_Idle,0,default,-0.01617429 2.518063 1.199693,354.3894 10.66568 357.8242,73.97417
47146.1,2958,47135.26,47142.02,Lab_Idle,0,default,-0.01582298 2.518148 1.199528,354.3805 10.74197 357.7789,73.54133
47167.59,2959,47146.59,47163.51,Lab_Idle,0,default,-0.01593385 2.518786 1.199766,354.3853 10.77704 357.7621,74.17701
47179.21,2960,47168.08,47175.13,Lab_Idle,0,default,-0.0155641 2.518849 1.199618,354.3711 10.87025 357.7153,73.24007
47189.72,2961,47179.68,47185.64,Lab_Idle,0,default,-0.01533954 2.518901 1.199542,354.3566 10.95579 357.6886,73.43165
47212.28,2962,47190.26,47208.2,Lab_Idle,0,default,-0.01510817 2.518804 1.199317,354.3059 11.12395 357.6571,74.18928
47223.51,2963,47212.8,47219.43,Lab_Idle,0,default,-0.01449351 2.518974 1.199159,354.2684 11.37875 357.6207,73.22009
47234.24,2964,47224,47230.16,Lab_Idle,0,default,-0.01420957 2.518497 1.199106,354.1944 11.60361 357.6322,73.45675
47257.09,2965,47234.69,47253.01,Lab_Idle,0,default,-0.01333954 2.518702 1.198936,354.0748 12.16362 357.6099,74.18711
47267.59,2966,47257.6,47263.51,Lab_Idle,0,default,-0.01236047 2.519423 1.19872,353.9653 13.03108 357.4741,73.50983
47289.81,2967,47268.13,47285.73,Lab_Idle,0,default,-0.01050944 2.519582 1.198188,353.9138 14.30239 357.3866,74.26321
47301.32,2968,47290.5,47297.25,Lab_Idle,0,default,-0.008536736 2.519511 1.197324,353.8267 15.74794 357.3096,73.28487
47312.5,2969,47301.81,47308.42,Lab_Idle,0,default,-0.007146783 2.519598 1.196855,353.7866 16.69941 357.2626,73.91421
47334.18,2970,47312.97,47330.1,Lab_Idle,0,default,-0.004595785 2.51943 1.196037,353.7892 18.5409 357.2567,73.9397
47345.43,2971,47334.69,47341.35,Lab_Idle,0,default,-0.001318949 2.519515 1.194766,353.7613 20.73108 357.252,73.52458
47356.13,2972,47345.9,47352.05,Lab_Idle,0,default,0.0005641356 2.519518 1.193983,353.7747 21.96747 357.2551,74.16962
47367.14,2973,47356.58,47363.06,Lab_Idle,0,default,0.002614284 2.519545 1.193217,353.8296 23.40938 357.2409,74.28299
47389.73,2974,47367.56,47385.65,Lab_Idle,0,default,0.005383434 2.519342 1.191976,353.9716 25.26142 357.1345,74.26525
47400.82,2975,47390.24,47396.74,Lab_Idle,0,default,0.00938892 2.518812 1.190034,354.0995 27.89922 357.0453,74.26583
47411.83,2976,47401.44,47407.75,Lab_Idle,0,default,0.01142296 2.518692 1.188973,354.1985 29.27954 357.0006,74.19317
47433.96,2977,47412.32,47429.88,Lab_Idle,0,default,0.01378995 2.518498 1.187604,354.3319 30.96684 356.9071,74.20894
47445.59,2978,47434.47,47441.51,Lab_Idle,0,default,0.01779046 2.518265 1.18526,354.4625 33.77462 356.8343,74.20918
47456,2979,47446.13,47451.92,Lab_Idle,0,default,0.01981264 2.518167 1.18401,354.5023 35.21915 356.817,74.16419
47478.83,2980,47456.44,47474.75,Lab_Idle,0,default,0.02167622 2.518936 1.182902,354.4167 36.85909 356.8932,74.29001
47489.51,2981,47479.46,47485.43,Lab_Idle,0,default,0.02570168 2.518919 1.180011,354.3401 39.90704 356.9209,74.26131
47500.59,2982,47490.03,47496.51,Lab_Idle,0,default,0.02778268 2.519545 1.17856,354.1356 41.59301 356.9853,74.36745
47523.01,2983,47501.07,47518.93,Lab_Idle,0,default,0.0300575 2.519965 1.176764,353.9003 43.31461 357.1298,74.28645
47533.89,2984,47523.71,47529.81,Lab_Idle,0,default,0.03455148 2.519953 1.173053,353.7571 46.41521 357.2358,74.29838
