ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,routine_name,element_iteration,condition_name,eyes_camera_pos,eyes_camera_rot,framerate
359187.8,22756,359177.3,67766.08,Lab_RestingStateEyesClosed,0,default,-0.03746637 2.521112 1.211052,357.0699 358.8112 358.3392,69.29448
359210,22757,359188.2,67788.27,Lab_RestingStateEyesClosed,0,default,-0.03744109 2.521084 1.210978,357.0685 358.8127 358.355,69.21324
359220.8,22758,359210.4,67799.13,Lab_RestingStateEyesClosed,0,default,-0.03742369 2.521025 1.210903,357.0653 358.8098 358.3655,69.20978
359244,22759,359221.2,67822.33,Lab_RestingStateEyesClosed,0,default,-0.03735306 2.521076 1.210843,357.0131 358.8114 358.3307,69.40561
359254.5,22760,359244.5,67832.8,Lab_RestingStateEyesClosed,0,default,-0.03731563 2.52114 1.210821,357.0103 358.8231 358.2888,68.82707
359276.7,22761,359254.9,67854.97,Lab_RestingStateEyesClosed,0,default,-0.03724955 2.521155 1.210766,357.0077 358.8353 358.2736,69.26482
359288.2,22762,359277.1,67866.47,Lab_RestingStateEyesClosed,0,default,-0.03733975 2.521122 1.210759,356.9826 358.8504 358.2776,69.27624
359298.6,22763,359288.6,67876.93,Lab_RestingStateEyesClosed,0,default,-0.03728694 2.52116 1.210716,356.9751 358.8766 358.2956,69.23824
359321.1,22764,359299,67899.41,Lab_RestingStateEyesClosed,0,default,-0.037214 2.521277 1.210678,356.9537 358.9063 358.3041,69.66277
359343.3,22765,359321.6,67921.63,Lab_RestingStateEyesClosed,0,default,-0.03710232 2.52129 1.21059,356.9424 358.9353 358.2877,69.20704
359354.2,22766,359343.8,67932.59,Lab_RestingStateEyesClosed,0,default,-0.03700889 2.521308 1.210508,356.9275 358.9581 358.278,69.24934
359376.6,22767,359354.7,67954.9,Lab_RestingStateEyesClosed,0,default,-0.03693426 2.521254 1.210482,356.9229 358.9467 358.253,69.22179
359388,22768,359377,67966.36,Lab_RestingStateEyesClosed,0,default,-0.03692099 2.521375 1.210523,356.9052 358.9404 358.2375,69.22926
359410.1,22769,359388.5,67988.37,Lab_RestingStateEyesClosed,0,default,-0.03693077 2.521372 1.210491,356.9069 358.9378 358.2179,68.99847
359421.3,22770,359410.6,67999.57,Lab_RestingStateEyesClosed,0,default,-0.03678156 2.52131 1.210273,356.8955 358.9317 358.2064,69.03389
359443.4,22771,359421.7,68021.72,Lab_RestingStateEyesClosed,0,default,-0.03677802 2.52129 1.210252,356.908 358.9352 358.2208,68.87805
359454.2,22772,359443.9,68032.51,Lab_RestingStateEyesClosed,0,default,-0.03672381 2.521284 1.210183,356.9065 358.9369 358.2117,68.9132
359476.9,22773,359454.6,68055.2,Lab_RestingStateEyesClosed,0,default,-0.03675999 2.521327 1.210255,356.9085 358.9332 358.2289,68.8419
359487.9,22774,359477.3,68066.17,Lab_RestingStateEyesClosed,0,default,-0.03687717 2.521346 1.210313,356.9088 358.9247 358.2292,68.85899
359509.9,22775,359488.2,68088.17,Lab_RestingStateEyesClosed,0,default,-0.0368957 2.521328 1.210267,356.9298 358.8994 358.239,68.68627
359520.9,22776,359510.3,68099.2,Lab_RestingStateEyesClosed,0,default,-0.03691063 2.52131 1.210158,356.9323 358.8702 358.2492,68.71949
359543.2,22777,359521.3,68121.48,Lab_RestingStateEyesClosed,0,default,-0.03695468 2.521307 1.210104,356.9236 358.8335 358.2472,68.65955
359554.7,22778,359543.7,68132.97,Lab_RestingStateEyesClosed,0,default,-0.03696986 2.521303 1.210015,356.9125 358.7988 358.2545,68.65626
359576.9,22779,359555,68155.18,Lab_RestingStateEyesClosed,0,default,-0.03694027 2.52132 1.210073,356.8875 358.7659 358.2498,68.6198
359587.7,22780,359577.3,68166.05,Lab_RestingStateEyesClosed,0,default,-0.03709618 2.521397 1.210121,356.8664 358.733 358.2463,68.66245
359610,22781,359588.1,68188.36,Lab_RestingStateEyesClosed,0,default,-0.03710598 2.521414 1.210057,356.8548 358.709 358.2437,68.41243
359621.8,22782,359610.6,68200.09,Lab_RestingStateEyesClosed,0,default,-0.03718837 2.521427 1.209961,356.8366 358.6793 358.2523,68.43486
359643.2,22783,359622.2,68221.48,Lab_RestingStateEyesClosed,0,default,-0.03717033 2.521458 1.20991,356.8181 358.6883 358.2631,67.87598
359654.2,22784,359643.7,68232.52,Lab_RestingStateEyesClosed,0,default,-0.03713145 2.521422 1.209754,356.79 358.6629 358.2657,67.5293
359676.8,22785,359654.6,68255.09,Lab_RestingStateEyesClosed,0,default,-0.03709913 2.52142 1.209732,356.7751 358.6726 358.2657,68.31104
359688.1,22786,359677.3,68266.41,Lab_RestingStateEyesClosed,0,default,-0.03731298 2.521545 1.209909,356.7611 358.6644 358.2724,68.30297
359710.4,22787,359688.5,68288.69,Lab_RestingStateEyesClosed,0,default,-0.03726141 2.52149 1.209888,356.7821 358.6728 358.2374,68.17775
359720.9,22788,359711,68299.24,Lab_RestingStateEyesClosed,0,default,-0.03733934 2.521376 1.209905,356.7708 358.683 358.21,67.4016
359743.4,22789,359721.3,68321.69,Lab_RestingStateEyesClosed,0,default,-0.03725094 2.521388 1.209928,356.7664 358.7093 358.1712,68.24554
359754.2,22790,359743.9,68332.52,Lab_RestingStateEyesClosed,0,default,-0.03731222 2.521438 1.210011,356.7823 358.7354 358.1437,67.76057
359776.5,22791,359754.7,68354.83,Lab_RestingStateEyesClosed,0,default,-0.0372326 2.521435 1.210027,356.7921 358.7876 358.1367,68.16539
359787.6,22792,359777,68365.92,Lab_RestingStateEyesClosed,0,default,-0.03716705 2.521431 1.209981,356.7733 358.8315 358.1358,67.42966
359810,22793,359788,68388.35,Lab_RestingStateEyesClosed,0,default,-0.03714185 2.521445 1.209975,356.7572 358.8557 358.1551,68.18836
359821,22794,359810.6,68399.27,Lab_RestingStateEyesClosed,0,default,-0.03701496 2.521383 1.209912,356.7561 358.8813 358.1536,67.40133
359843.5,22795,359821.3,68421.78,Lab_RestingStateEyesClosed,0,default,-0.03707667 2.521371 1.209878,356.7369 358.8612 358.1614,68.1618
359854.4,22796,359844,68432.73,Lab_RestingStateEyesClosed,0,default,-0.03708218 2.521226 1.209895,356.7323 358.8513 358.1631,67.80085
359876.7,22797,359855,68454.99,Lab_RestingStateEyesClosed,0,default,-0.03719989 2.521235 1.209892,356.7102 358.7864 358.1859,68.18764
359887.7,22798,359877.1,68466.06,Lab_RestingStateEyesClosed,0,default,-0.03747656 2.521449 1.210056,356.6941 358.7336 358.1953,67.65678
359910.1,22799,359888.2,68488.44,Lab_RestingStateEyesClosed,0,default,-0.03757214 2.521463 1.210068,356.6767 358.6754 358.221,68.02931
359921.2,22800,359910.8,68499.51,Lab_RestingStateEyesClosed,0,default,-0.03764327 2.521525 1.210159,356.6766 358.6242 358.2382,67.28275
359943.2,22801,359921.6,68521.48,Lab_RestingStateEyesClosed,0,default,-0.0377514 2.521442 1.210122,356.7198 358.5801 358.2477,68.04317
359954.7,22802,359943.6,68532.99,Lab_RestingStateEyesClosed,0,default,-0.03803945 2.521462 1.210321,356.7363 358.524 358.2719,67.26585
359976.7,22803,359955.1,68554.98,Lab_RestingStateEyesClosed,0,default,-0.03811945 2.521459 1.21031,356.7222 358.4696 358.2957,67.95198
359987.5,22804,359977.1,68565.8,Lab_RestingStateEyesClosed,0,default,-0.03827615 2.521481 1.210413,356.6981 358.404 358.3101,67.23009
360010,22805,359987.9,68588.34,Lab_RestingStateEyesClosed,0,default,-0.03834094 2.52148 1.210396,356.6906 358.374 358.2938,68.00239
360021.1,22806,360010.5,68599.39,Lab_RestingStateEyesClosed,0,default,-0.03855865 2.521601 1.210519,356.6841 358.3189 358.3018,67.31452
360043.3,22807,360021.5,68621.57,Lab_RestingStateEyesClosed,0,default,-0.03856601 2.521627 1.210513,356.659 358.308 358.3131,68.04563
360054.5,22808,360043.8,68632.77,Lab_RestingStateEyesClosed,0,default,-0.03862507 2.521611 1.21035,356.6359 358.2783 358.3251,67.65727
360076.5,22809,360055,68654.78,Lab_RestingStateEyesClosed,0,default,-0.03857496 2.521622 1.210334,356.6197 358.3047 358.3154,68.01231
360087.9,22810,360077,68666.19,Lab_RestingStateEyesClosed,0,default,-0.03849885 2.521679 1.210196,356.5959 358.2934 358.3231,67.33067
360110.1,22811,360088.3,68688.46,Lab_RestingStateEyesClosed,0,default,-0.03842285 2.521699 1.21016,356.591 358.3526 358.2988,68.02684
360120.9,22812,360110.7,68699.2,Lab_RestingStateEyesClosed,0,default,-0.03828703 2.521671 1.20997,356.5673 358.3821 358.2803,66.93351
360143.5,22813,360121.3,68721.79,Lab_RestingStateEyesClosed,0,default,-0.03820441 2.52167 1.209948,356.5614 358.4302 358.2606,67.36298
360154.4,22814,360144.1,68732.75,Lab_RestingStateEyesClosed,0,default,-0.03821025 2.521711 1.209927,356.5541 358.479 358.23,67.01623
360176.9,22815,360154.9,68755.17,Lab_RestingStateEyesClosed,0,default,-0.03813519 2.521674 1.209906,356.5615 358.5265 358.2093,67.41447
360187.8,22816,360177.5,68766.08,Lab_RestingStateEyesClosed,0,default,-0.03808914 2.521792 1.21004,356.5639 358.5688 358.1806,67.39545
360210.4,22817,360188.2,68788.74,Lab_RestingStateEyesClosed,0,default,-0.03805326 2.521752 1.210025,356.581 358.5908 358.167,68.1703
360221,22818,360211,68799.31,Lab_RestingStateEyesClosed,0,default,-0.03798287 2.521739 1.210207,356.5926 358.6209 358.146,67.76579
360243.2,22819,360221.4,68821.48,Lab_RestingStateEyesClosed,0,default,-0.03796996 2.521709 1.210197,356.6051 358.6229 358.1358,68.20769
360254.4,22820,360243.8,68832.67,Lab_RestingStateEyesClosed,0,default,-0.03786879 2.52178 1.210155,356.6084 358.6293 358.1154,67.43495
360277.1,22821,360254.8,68855.39,Lab_RestingStateEyesClosed,0,default,-0.03787913 2.521748 1.210137,356.6174 358.633 358.1139,68.19408
360288.2,22822,360277.5,68866.47,Lab_RestingStateEyesClosed,0,default,-0.03775187 2.521625 1.209943,356.6301 358.639 358.0948,67.35002
360309.9,22823,360288.6,68888.19,Lab_RestingStateEyesClosed,0,default,-0.03775135 2.521613 1.209927,356.6399 358.6462 358.0847,68.09065
360321.6,22824,360310.3,68899.96,Lab_RestingStateEyesClosed,0,default,-0.03765265 2.521544 1.209854,356.6498 358.6595 358.0676,66.95023
360343.4,22825,360322.1,68921.69,Lab_RestingStateEyesClosed,0,default,-0.0376225 2.521534 1.20983,356.657 358.6817 358.0608,67.6209
360354.3,22826,360343.8,68932.61,Lab_RestingStateEyesClosed,0,default,-0.03732181 2.521451 1.20961,356.6607 358.7082 358.0396,67.26725
360376.9,22827,360354.7,68955.19,Lab_RestingStateEyesClosed,0,default,-0.0373003 2.521418 1.209566,356.6775 358.7372 358.0417,68.03281
360387.7,22828,360377.4,68965.96,Lab_RestingStateEyesClosed,0,default,-0.03717986 2.521461 1.20973,356.696 358.7691 358.0336,67.26167
360410,22829,360388,68988.27,Lab_RestingStateEyesClosed,0,default,-0.03716742 2.521485 1.209694,356.6779 358.7937 358.0374,68.04764
360420.9,22830,360410.4,68999.25,Lab_RestingStateEyesClosed,0,default,-0.0370613 2.521482 1.209739,356.6524 358.8142 358.0296,67.3513
360443.2,22831,360421.3,69021.55,Lab_RestingStateEyesClosed,0,default,-0.03706766 2.5215 1.20971,356.6246 358.7942 358.0439,68.10101
360454.2,22832,360443.7,69032.51,Lab_RestingStateEyesClosed,0,default,-0.03704802 2.521454 1.209772,356.6172 358.7858 358.0529,67.372
360476.8,22833,360454.7,69055.09,Lab_RestingStateEyesClosed,0,default,-0.03710065 2.521462 1.209744,356.6052 358.7482 358.0206,68.12756
360487.9,22834,360477.2,69066.2,Lab_RestingStateEyesClosed,0,default,-0.0369759 2.521377 1.209502,356.5793 358.7295 358.0063,67.33509
360510.1,22835,360488.3,69088.44,Lab_RestingStateEyesClosed,0,default,-0.03703357 2.521429 1.209469,356.5782 358.7142 357.978,68.08855
360520.8,22836,360510.6,69099.16,Lab_RestingStateEyesClosed,0,default,-0.03696122 2.52136 1.209337,356.5764 358.7027 357.9505,67.3306
360543.4,22837,360521.2,69121.69,Lab_RestingStateEyesClosed,0,default,-0.03697418 2.521365 1.209304,356.5579 358.7191 357.9703,68.11678
360554.9,22838,360544,69133.22,Lab_RestingStateEyesClosed,0,default,-0.03691531 2.521381 1.209138,356.5434 358.7356 357.9816,67.72962
360577,22839,360555.3,69155.31,Lab_RestingStateEyesClosed,0,default,-0.03691843 2.521333 1.209095,356.5456 358.768 358.0143,68.04579
360587.6,22840,360577.5,69165.91,Lab_RestingStateEyesClosed,0,default,-0.03685901 2.521387 1.209012,356.541 358.7908 358.0203,67.35887
360610,22841,360588,69188.32,Lab_RestingStateEyesClosed,0,default,-0.03689073 2.521321 1.208955,356.5511 358.7887 358.0175,68.16855
360620.8,22842,360610.4,69199.08,Lab_RestingStateEyesClosed,0,default,-0.03691313 2.521318 1.208892,356.5414 358.7837 358.0153,67.38992
360643.1,22843,360621.1,69221.46,Lab_RestingStateEyesClosed,0,default,-0.03696761 2.521309 1.208829,356.5407 358.7556 358.0105,68.17996
360654.3,22844,360643.7,69232.65,Lab_RestingStateEyesClosed,0,default,-0.03703809 2.521254 1.208691,356.5383 358.7328 358.0259,67.51367
360676.8,22845,360654.7,69255.11,Lab_RestingStateEyesClosed,0,default,-0.03707141 2.521224 1.208583,356.5625 358.7134 358.0458,68.21356
360687.6,22846,360677.3,69265.9,Lab_RestingStateEyesClosed,0,default,-0.03705494 2.521188 1.208331,356.5724 358.7042 358.0533,67.45686
360709.8,22847,360688,69288.15,Lab_RestingStateEyesClosed,0,default,-0.03707578 2.521171 1.208208,356.5536 358.7039 358.0458,68.25217
360721.1,22848,360710.3,69299.41,Lab_RestingStateEyesClosed,0,default,-0.03705847 2.521146 1.208055,356.5305 358.6959 358.0492,67.53993
360744,22849,360721.5,69322.35,Lab_RestingStateEyesClosed,0,default,-0.03704983 2.521184 1.207958,356.4851 358.6783 358.0687,68.26398
360754.2,22850,360744.5,69332.56,Lab_RestingStateEyesClosed,0,default,-0.03705246 2.521206 1.208002,356.4686 358.6662 358.0665,67.40984
360776.6,22851,360754.7,69354.91,Lab_RestingStateEyesClosed,0,default,-0.03704346 2.521169 1.207907,356.4838 358.6705 358.0566,68.28379
360788.4,22852,360777.1,69366.66,Lab_RestingStateEyesClosed,0,default,-0.03696531 2.521091 1.207762,356.4747 358.6887 358.062,67.50175
360810.1,22853,360788.8,69388.41,Lab_RestingStateEyesClosed,0,default,-0.03685799 2.521077 1.207715,356.468 358.7463 358.0753,68.16281
360821.2,22854,360810.6,69399.46,Lab_RestingStateEyesClosed,0,default,-0.03668372 2.521147 1.207616,356.471 358.7942 358.0739,67.4372
360843.4,22855,360821.7,69421.7,Lab_RestingStateEyesClosed,0,default,-0.03654467 2.521056 1.207547,356.5042 358.8707 358.0599,68.17052
360854.4,22856,360843.9,69432.76,Lab_RestingStateEyesClosed,0,default,-0.03641265 2.520997 1.207461,356.5248 358.9395 358.0539,67.4108
360876.6,22857,360854.9,69454.92,Lab_RestingStateEyesClosed,0,default,-0.03634154 2.520914 1.207388,356.5342 358.9699 358.0299,68.16175
360888,22858,360877.1,69466.32,Lab_RestingStateEyesClosed,0,default,-0.03618612 2.520913 1.207306,356.5356 359.0089 358.0153,67.40361
360909.8,22859,360888.4,69488.09,Lab_RestingStateEyesClosed,0,default,-0.03620952 2.52085 1.207221,356.5403 358.9698 357.9852,68.10722
360921.1,22860,360910.2,69499.37,Lab_RestingStateEyesClosed,0,default,-0.03615854 2.520887 1.207186,356.5489 358.9675 357.9679,67.37836
360943.6,22861,360921.5,69521.93,Lab_RestingStateEyesClosed,0,default,-0.0362496 2.520863 1.207065,356.5511 358.9027 357.9663,68.09912
360954.2,22862,360944.2,69532.54,Lab_RestingStateEyesClosed,0,default,-0.03635769 2.52077 1.207007,356.5361 358.8672 357.959,67.70927
360976.8,22863,360954.8,69555.12,Lab_RestingStateEyesClosed,0,default,-0.03640595 2.520788 1.206901,356.5073 358.8402 357.9557,68.14262
360987.5,22864,360977.3,69565.86,Lab_RestingStateEyesClosed,0,default,-0.0363111 2.520877 1.206769,356.4816 358.8192 357.9457,67.44907
361009.9,22865,360988.1,69588.25,Lab_RestingStateEyesClosed,0,default,-0.03632725 2.52091 1.20667,356.4525 358.8309 357.9426,68.21772
361021.2,22866,361010.4,69599.53,Lab_RestingStateEyesClosed,0,default,-0.03627473 2.521007 1.206408,356.4267 358.8185 357.9357,67.43795
361043.1,22867,361021.7,69621.37,Lab_RestingStateEyesClosed,0,default,-0.03625612 2.520998 1.206337,356.4141 358.8399 357.9267,68.16425
361054.3,22868,361043.5,69632.64,Lab_RestingStateEyesClosed,0,default,-0.03629626 2.521008 1.206164,356.398 358.8449 357.9238,67.43108
361076.5,22869,361054.8,69654.77,Lab_RestingStateEyesClosed,0,default,-0.03627982 2.520991 1.206087,356.39 358.8615 357.9137,68.14725
361087.5,22870,361077,69665.86,Lab_RestingStateEyesClosed,0,default,-0.0363326 2.52109 1.206073,356.3851 358.8759 357.8992,67.42328
361109.7,22871,361088,69688.05,Lab_RestingStateEyesClosed,0,default,-0.03632201 2.521076 1.206016,356.377 358.9069 357.8994,68.15759
361120.9,22872,361110.2,69699.23,Lab_RestingStateEyesClosed,0,default,-0.03622191 2.52112 1.205818,356.3638 358.9379 357.9004,67.45709
361143.2,22873,361121.3,69721.56,Lab_RestingStateEyesClosed,0,default,-0.03619558 2.521097 1.205774,356.3553 358.9874 357.9242,68.18812
361154.5,22874,361143.9,69732.85,Lab_RestingStateEyesClosed,0,default,-0.03614196 2.521241 1.205774,356.337 359.0392 357.9235,67.39546
361177.2,22875,361155.2,69755.57,Lab_RestingStateEyesClosed,0,default,-0.03616358 2.521225 1.205742,356.3466 359.0596 357.9431,68.09651
361187.6,22876,361177.9,69765.86,Lab_RestingStateEyesClosed,0,default,-0.0360014 2.521258 1.205463,356.3311 359.0706 357.9828,67.70478
361211.1,22877,361188,69789.38,Lab_RestingStateEyesClosed,0,default,-0.03605955 2.521229 1.205454,356.3239 359.0457 357.9713,68.18878
361221.2,22878,361211.9,69799.55,Lab_RestingStateEyesClosed,0,default,-0.03601659 2.521152 1.205292,356.3116 359.0511 357.9563,67.76125
361243.1,22879,361221.6,69821.42,Lab_RestingStateEyesClosed,0,default,-0.03608682 2.521171 1.205298,356.3126 359.0271 357.9229,68.3099
361254.1,22880,361243.6,69832.43,Lab_RestingStateEyesClosed,0,default,-0.03616246 2.521182 1.205344,356.3107 359.0229 357.8952,67.5063
361276.8,22881,361254.5,69855.13,Lab_RestingStateEyesClosed,0,default,-0.03619989 2.521193 1.205342,356.3074 359.0118 357.8987,68.25565
361287.7,22882,361277.6,69865.99,Lab_RestingStateEyesClosed,0,default,-0.03601545 2.521268 1.20513,356.2936 359.0214 357.9059,67.5054
361310.4,22883,361288.1,69888.69,Lab_RestingStateEyesClosed,0,default,-0.03603855 2.521222 1.205115,356.3029 359.0309 357.9377,68.32151
361321,22884,361310.9,69899.36,Lab_RestingStateEyesClosed,0,default,-0.03587734 2.521209 1.204959,356.3037 359.0307 357.9413,67.92238
361343.4,22885,361321.5,69921.73,Lab_RestingStateEyesClosed,0,default,-0.03591724 2.521077 1.204902,356.3517 359.0168 357.9361,68.34748
361354.5,22886,361344,69932.76,Lab_RestingStateEyesClosed,0,default,-0.0359871 2.521082 1.204872,356.3839 358.9986 357.9308,67.69134
361376.7,22887,361354.9,69955.06,Lab_RestingStateEyesClosed,0,default,-0.03604704 2.521037 1.204793,356.413 358.9714 357.9058,68.03404
361387.6,22888,361377.3,69965.88,Lab_RestingStateEyesClosed,0,default,-0.03598929 2.52107 1.2046,356.4375 358.9452 357.895,67.65192
361410.7,22889,361388,69989.06,Lab_RestingStateEyesClosed,0,default,-0.03601062 2.521049 1.20446,356.4445 358.9339 357.8916,68.45107
361420.9,22890,361411.3,69999.22,Lab_RestingStateEyesClosed,0,default,-0.03605393 2.52109 1.204388,356.4706 358.9137 357.8886,68.01665
361443.8,22891,361421.3,70022.15,Lab_RestingStateEyesClosed,0,default,-0.03605565 2.521105 1.204225,356.4422 358.9162 357.8943,68.52064
361454.4,22892,361444.4,70032.66,Lab_RestingStateEyesClosed,0,default,-0.03611642 2.521002 1.204193,356.4202 358.9174 357.8915,68.12222
361476.7,22893,361454.8,70054.98,Lab_RestingStateEyesClosed,0,default,-0.03611138 2.521074 1.204102,356.3508 358.9178 357.8953,68.19093
361487.6,22894,361477.2,70065.94,Lab_RestingStateEyesClosed,0,default,-0.03621615 2.521242 1.204223,356.3105 358.9179 357.8808,67.80648
361510.6,22895,361488.1,70088.95,Lab_RestingStateEyesClosed,0,default,-0.03623154 2.521274 1.204132,356.2898 358.9391 357.8663,68.57731
361521.3,22896,361511.2,70099.56,Lab_RestingStateEyesClosed,0,default,-0.03624875 2.521348 1.204024,356.2595 358.9384 357.8705,68.19531
361543.9,22897,361521.6,70122.21,Lab_RestingStateEyesClosed,0,default,-0.03622399 2.521386 1.203966,356.2418 358.9572 357.9031,68.62459
361554.1,22898,361544.4,70132.45,Lab_RestingStateEyesClosed,0,default,-0.03617633 2.521503 1.203844,356.2254 358.9729 357.899,67.81731
361577.1,22899,361554.5,70155.42,Lab_RestingStateEyesClosed,0,default,-0.03616743 2.52149 1.20377,356.2291 358.9856 357.8911,68.69272
361588.1,22900,361577.6,70166.37,Lab_RestingStateEyesClosed,0,default,-0.03626142 2.521588 1.203708,356.231 358.9909 357.8712,67.97968
361609.8,22901,361588.5,70188.1,Lab_RestingStateEyesClosed,0,default,-0.0362659 2.521557 1.203625,356.2545 358.9958 357.8447,68.73445
361621,22902,361610.4,70199.3,Lab_RestingStateEyesClosed,0,default,-0.03621228 2.521572 1.203397,356.2523 358.9897 357.8349,67.94099
361644,22903,361621.4,70222.27,Lab_RestingStateEyesClosed,0,default,-0.03623513 2.521578 1.203329,356.2414 358.9753 357.8267,68.67379
361654.1,22904,361644.4,70232.44,Lab_RestingStateEyesClosed,0,default,-0.03622869 2.521713 1.20325,356.2271 358.9633 357.8112,68.25046
361676.8,22905,361654.5,70255.13,Lab_RestingStateEyesClosed,0,default,-0.0362553 2.521745 1.203197,356.1995 358.9417 357.815,68.74413
361687.6,22906,361677.3,70265.93,Lab_RestingStateEyesClosed,0,default,-0.03628464 2.521883 1.203182,356.1873 358.925 357.8145,67.99969
361710.2,22907,361688,70288.55,Lab_RestingStateEyesClosed,0,default,-0.03629484 2.52191 1.203106,356.1881 358.9205 357.8217,68.79153
361720.8,22908,361710.7,70299.08,Lab_RestingStateEyesClosed,0,default,-0.03637357 2.521948 1.202969,356.1754 358.9228 357.8262,67.9948
361743.7,22909,361721.1,70321.97,Lab_RestingStateEyesClosed,0,default,-0.03633203 2.521962 1.202898,356.1517 358.9451 357.8409,68.81692
361754.1,22910,361744.2,70332.38,Lab_RestingStateEyesClosed,0,default,-0.03634516 2.521933 1.202745,356.1248 358.9571 357.8443,68.07545
361777.3,22911,361754.5,70355.61,Lab_RestingStateEyesClosed,0,default,-0.03629808 2.521983 1.202726,356.0869 358.9796 357.8581,68.93848
361787.5,22912,361777.8,70365.86,Lab_RestingStateEyesClosed,0,default,-0.03608694 2.522087 1.202609,356.0615 358.9878 357.868,68.42883
361810.4,22913,361788,70388.66,Lab_RestingStateEyesClosed,0,default,-0.03605523 2.522072 1.202598,356.0723 358.9807 357.8777,68.9069
361820.8,22914,361810.9,70399.12,Lab_RestingStateEyesClosed,0,default,-0.03589282 2.522071 1.202671,356.082 358.9729 357.8823,68.60069
361843.3,22915,361821.3,70421.65,Lab_RestingStateEyesClosed,0,default,-0.03585395 2.52204 1.2027,356.119 358.9691 357.8992,69.0454
361854.2,22916,361843.9,70432.5,Lab_RestingStateEyesClosed,0,default,-0.03581362 2.522072 1.202614,356.1323 358.9665 357.9172,68.30853
361877.1,22917,361854.6,70455.4,Lab_RestingStateEyesClosed,0,default,-0.0357833 2.521979 1.202673,356.1611 358.9651 357.8977,69.0796
361887.6,22918,361877.6,70465.87,Lab_RestingStateEyesClosed,0,default,-0.03569453 2.521882 1.202644,356.1875 358.9522 357.8918,68.31592
361910.2,22919,361888,70488.5,Lab_RestingStateEyesClosed,0,default,-0.03567254 2.521797 1.202693,356.2139 358.9385 357.8988,69.1447
361921.2,22920,361910.9,70499.5,Lab_RestingStateEyesClosed,0,default,-0.03533541 2.521703 1.202464,356.2432 358.9289 357.9084,68.79677
361943.3,22921,361921.7,70521.59,Lab_RestingStateEyesClosed,0,default,-0.03531309 2.521715 1.202537,356.246 358.9152 357.8778,69.18996
361954.3,22922,361943.9,70532.63,Lab_RestingStateEyesClosed,0,default,-0.03530264 2.521719 1.202614,356.2532 358.9047 357.8629,68.47871
361976.5,22923,361954.8,70554.83,Lab_RestingStateEyesClosed,0,default,-0.0353154 2.521739 1.202661,356.2746 358.8965 357.8358,69.24073
361987.8,22924,361977.1,70566.16,Lab_RestingStateEyesClosed,0,default,-0.0353269 2.521773 1.202804,356.3173 358.8876 357.8257,68.43507
362010,22925,361988.3,70588.36,Lab_RestingStateEyesClosed,0,default,-0.03535792 2.521763 1.202819,356.3047 358.8798 357.828,69.15354
362021.5,22926,362010.5,70599.76,Lab_RestingStateEyesClosed,0,default,-0.03553607 2.521759 1.202836,356.3086 358.8689 357.8111,68.37695
362043.5,22927,362021.9,70621.79,Lab_RestingStateEyesClosed,0,default,-0.0356067 2.521767 1.202826,356.2879 358.8434 357.818,68.75725
362054.3,22928,362044,70632.62,Lab_RestingStateEyesClosed,0,default,-0.03557618 2.521737 1.202816,356.2964 358.814 357.818,68.7505
362077,22929,362054.7,70655.32,Lab_RestingStateEyesClosed,0,default,-0.03566474 2.521727 1.202787,356.2889 358.7579 357.8306,69.13853
362087.6,22930,362077.5,70665.94,Lab_RestingStateEyesClosed,0,default,-0.03586578 2.52183 1.20296,356.2918 358.7069 357.8399,68.40475
362110.6,22931,362088.1,70688.87,Lab_RestingStateEyesClosed,0,default,-0.03594484 2.52183 1.202939,356.2813 358.6688 357.8448,69.20848
362120.9,22932,362111,70699.23,Lab_RestingStateEyesClosed,0,default,-0.03599813 2.521839 1.20297,356.2825 358.6291 357.8549,68.83433
362143.7,22933,362121.3,70721.98,Lab_RestingStateEyesClosed,0,default,-0.03603468 2.521839 1.202923,356.3117 358.63 357.886,69.28983
362154.3,22934,362144.6,70732.64,Lab_RestingStateEyesClosed,0,default,-0.03610262 2.521832 1.202849,356.3211 358.6103 357.912,68.54195
362176.7,22935,362154.7,70755.02,Lab_RestingStateEyesClosed,0,default,-0.03609784 2.521775 1.20278,356.3432 358.6237 357.9264,69.35366
362187.4,22936,362177.3,70765.75,Lab_RestingStateEyesClosed,0,default,-0.03604406 2.521756 1.202688,356.3347 358.6225 357.9255,68.65919
362210.1,22937,362187.9,70788.42,Lab_RestingStateEyesClosed,0,default,-0.03606075 2.521797 1.20264,356.3194 358.6509 357.8579,69.46577
362221,22938,362210.6,70799.32,Lab_RestingStateEyesClosed,0,default,-0.0362465 2.521752 1.202536,356.311 358.6519 357.8537,68.59382
362244,22939,362221.4,70822.31,Lab_RestingStateEyesClosed,0,default,-0.03625245 2.521804 1.202466,356.2938 358.66 357.9064,69.41321
362254.2,22940,362244.5,70832.48,Lab_RestingStateEyesClosed,0,default,-0.03627394 2.521846 1.202315,356.2505 358.6552 357.9271,68.8458
362277.2,22941,362254.6,70855.48,Lab_RestingStateEyesClosed,0,default,-0.0362781 2.521944 1.202271,356.1978 358.6889 357.899,69.33074
362287.4,22942,362277.7,70865.74,Lab_RestingStateEyesClosed,0,default,-0.03630162 2.522113 1.202196,356.156 358.7096 357.8853,68.55332
