ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,element_order,routine_name,element_iteration,condition_name,condition_nb_calls,actions_count,connectors_count,connections_count,condition_duration,eyes_camera_pos,eyes_camera_rot,camera_calibration_pos,camera_calibration_rot,camera_rig_pos,camera_rig_rot,framerate
62.9651,0,31.5525,53.5713,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001894366 1.694664 0.3851854,3.802016 -0.004694132 359.8707,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,78.14653
68.4889,1,65.4773,58.9767,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002112966 1.69464 0.3851793,3.801676 359.9928 359.8676,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,77.24332
88.3307,2,68.7493,78.8248,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002020784 1.694629 0.3851679,3.798261 359.9925 359.866,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.90221
103.0882,3,88.8412,93.5879,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002030358 1.694636 0.3851715,3.799184 359.9939 359.8669,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.35632
110.761,4,103.6324,101.2783,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002095364 1.694633 0.3851721,3.800411 359.9917 359.8711,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.13351
132.7909,5,111.2008,123.2798,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001704972 1.694634 0.3850809,3.802015 -0.00535513 359.8676,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,81.00441
143.2685,6,133.3415,133.7565,0,Lab_Idle,0,default,0,16,0,0,10000,0.000171382 1.694641 0.3850759,3.801466 -0.00300582 359.8705,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.40187
165.7808,7,143.577,156.2722,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001659542 1.694609 0.3850685,3.800291 359.9942 359.8665,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.65456
176.1504,8,166.3176,166.6377,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001546144 1.694615 0.3850632,3.801019 -0.003800879 359.8705,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.05907
199.4808,9,176.4759,189.9709,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001439117 1.694583 0.3850811,3.801509 359.9932 359.8702,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.32899
210.1473,10,200.0174,200.634,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001235306 1.694589 0.3850854,3.800662 -0.00506353 359.8668,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.73363
232.2587,11,210.4462,222.7513,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001299437 1.694563 0.3850998,3.800915 359.9919 359.8662,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.95651
243.787,12,232.7276,234.2751,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001124702 1.694564 0.3850943,3.804224 -0.002882757 359.8673,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.42166
266.3462,13,244.1158,256.8364,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001035836 1.694542 0.3851065,3.798669 -0.002311733 359.8639,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.53441
277.3046,14,266.984,267.7946,0,Lab_Idle,0,default,0,16,0,0,10000,9.354018E-05 1.694542 0.3850981,3.804135 -0.001187214 359.8645,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.00849
299.4596,15,277.8423,289.9503,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001157746 1.69451 0.3850957,3.799284 359.9907 359.862,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.18443
309.7586,16,299.9066,300.2455,0,Lab_Idle,0,default,0,16,0,0,10000,8.986332E-05 1.69451 0.3850937,3.805631 -0.005290059 359.8633,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.1153
332.2185,17,310.0553,322.7079,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001061261 1.694508 0.385107,3.801657 359.9942 359.866,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.50262
343.8747,18,332.7141,334.363,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001009963 1.694492 0.3851002,3.796845 -0.003811226 359.8713,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.51214
366.3679,19,344.4377,356.8586,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001329072 1.694502 0.3850923,3.802013 359.991 359.8598,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.0209
376.8506,20,366.9291,367.3405,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001435652 1.694492 0.3850802,3.798095 359.991 359.8646,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,79.50546
387.7726,21,377.2848,378.2641,0,Lab_Idle,0,default,0,16,0,0,10000,0.000152152 1.694477 0.3850921,3.793895 359.9919 359.8646,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.48281
411.0459,22,388.1351,401.5367,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001463462 1.694488 0.3850925,3.797524 359.9937 359.8638,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.64457
433.5936,23,411.5306,424.0901,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001750812 1.694483 0.3850951,3.799231 359.9896 359.8656,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.62576
443.2128,24,434.1913,433.7021,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001691319 1.694463 0.3850943,3.800244 -0.003946565 359.8671,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.61871
467.4772,25,443.6074,457.9702,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001744032 1.694461 0.3851283,3.802185 359.9915 359.863,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.95258
477.3313,26,468.0727,467.8214,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001679882 1.694453 0.3851306,3.804308 359.9933 359.8657,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,81.09825
499.8845,27,477.7288,490.3767,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001659263 1.69444 0.3851538,3.801913 359.9931 359.8629,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,82.04893
521.2311,28,500.3741,511.7205,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002022907 1.694462 0.38516,3.801902 359.9912 359.8609,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,81.52507
532.8273,29,521.7066,523.3171,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002011098 1.694458 0.3851705,3.803177 359.9916 359.8614,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,81.51842
555.136,30,533.2578,545.6264,0,Lab_Idle,0,default,0,16,0,0,10000,0.0001763217 1.694442 0.3851976,3.801376 359.993 359.8599,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,81.43323
566.6738,31,555.6532,557.1665,0,Lab_Idle,0,default,0,16,0,0,10000,0.000177417 1.694429 0.3852039,3.803342 359.993 359.8608,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.79252
588.7052,32,567.0725,579.1948,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002232529 1.694427 0.3852066,3.798843 359.9904 359.8611,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,81.37669
599.1221,33,589.1613,589.6129,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002240948 1.694429 0.3852223,3.803173 359.9928 359.8608,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.57986
621.6072,34,599.5143,612.0965,0,Lab_Idle,0,default,0,16,0,0,10000,0.0002332814 1.69443 0.3852051,3.803191 359.9918 359.8568,0.000205379 1.694663 0.3851607,0 359.9923 0,0.5702571 -1.571663 2.108161,0 180.0077 0,80.79763
