frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,34.1988,23.4814,send_bytes [0A]
6,Lab_Idle,default,137.6299,126.9116,send_bytes [00]
81,Lab_Idle,default,1003.312,992.5938,send_bytes [00]
93,Lab_Idle,default,1150.328,1139.609,send_bytes [00]
10329,Lab_Instruction1,default,122374,16.8671,send_bytes [0B]
10331,Lab_Instruction1,default,122639.5,282.3181,send_bytes [00]
10388,Lab_Instruction1,default,123357.1,999.9847,send_bytes [00]
10413,Lab_Instruction1,default,123647.2,1290.025,send_bytes [00]
18717,Lab_Idle,default,219482.9,17.0091,send_bytes [0C]
18728,Lab_Idle,default,219590.3,124.448,send_bytes [00]
18802,Lab_Idle,default,220469,1003.146,send_bytes [00]
18813,Lab_Idle,default,220591,1125.144,send_bytes [00]
20099,Lab_RestingStateEyesClosed,default,235773.9,18.7087,send_bytes [35]
20109,Lab_RestingStateEyesClosed,default,235880.3,125.1382,send_bytes [00]
20187,Lab_RestingStateEyesClosed,default,236759,1003.82,send_bytes [00]
20198,Lab_RestingStateEyesClosed,default,236890.4,1135.265,send_bytes [00]
35457,Lab_Idle,default,415781.4,17.0224,send_bytes [36]
35467,Lab_Idle,default,415889.4,125.0384,send_bytes [00]
35544,Lab_Idle,default,416766.1,1001.726,send_bytes [00]
35556,Lab_Idle,default,416900,1135.582,send_bytes [00]
36330,Lab_RestingStateEyesOpen,default,425694.7,19.2258,send_bytes [37]
36340,Lab_RestingStateEyesOpen,default,425799.3,123.818,send_bytes [00]
36418,Lab_RestingStateEyesOpen,default,426667.8,992.3492,send_bytes [00]
36429,Lab_RestingStateEyesOpen,default,426801.4,1125.941,send_bytes [00]
52099,Lab_InstantTrigg,default,605701.5,15.907,send_bytes [38]
52109,Lab_InstantTrigg,default,605809.6,123.9241,send_bytes [00]
53756,Lab_Idle,default,606687.7,791.313,send_bytes [00]
53756,Lab_Idle,default,606809.7,913.3307,send_bytes [00]
63623,Forest_Control_Part1,default,745623.9,17.6161,send_bytes [21]
63627,Forest_Control_Part1,default,745728.9,122.6306,send_bytes [00]
63663,Forest_Control_Part1,default,746609.5,1003.163,send_bytes [00]
63668,Forest_Control_Part1,default,746735,1128.754,send_bytes [00]
66589,Night_Control_Part2,default,817236.2,18.2627,send_bytes [49]
66596,Night_Control_Part2,default,817337.8,119.8535,send_bytes [00]
66642,Night_Control_Part2,default,818214.4,996.3891,send_bytes [00]
66648,Night_Control_Part2,default,818359.9,1141.982,send_bytes [00]
84019,Forest_Control_Part3,default,1156823,2.2576,send_bytes [4A]
84025,Forest_Control_Part3,default,1156929,108.2756,send_bytes [00]
84061,Forest_Control_Part3,default,1157809,988.3833,send_bytes [00]
84066,Forest_Control_Part3,default,1157940,1119.4,send_bytes [00]
96856,Forest_PlatformMovement,default,1464890,28.5446,send_bytes [23]
96862,Forest_PlatformMovement,default,1465005,143.558,send_bytes [00]
96897,Forest_PlatformMovement,default,1465841,979.2407,send_bytes [00]
96904,Forest_PlatformMovement,default,1466009,1147.272,send_bytes [00]
104931,Lab_WelcomeBack,default,1660100,18.8222,send_bytes [24]
104940,Lab_WelcomeBack,default,1660203,121.4137,send_bytes [00]
105009,Lab_WelcomeBack,default,1661071,989.9434,send_bytes [00]
105019,Lab_WelcomeBack,default,1661205,1123.962,send_bytes [00]
122079,Lab_PreFBI,default,1858952,19.1517,send_bytes [25]
122089,Lab_PreFBI,default,1859059,126.1622,send_bytes [00]
122167,Lab_PreFBI,default,1859934,1001.273,send_bytes [00]
122179,Lab_PreFBI,default,1860068,1135.711,send_bytes [00]
123096,Lab_FixationCross,asynchroneous,1870494,17.4944,send_bytes [2A]
123107,Lab_FixationCross,asynchroneous,1870599,122.5083,send_bytes [00]
123186,Lab_FixationCross,asynchroneous,1871477,1000.624,send_bytes [00]
123198,Lab_FixationCross,asynchroneous,1871611,1134.051,send_bytes [00]
124990,Lab_Stroking,asynchroneous,1891571,11.7022,send_bytes [2B]
