ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,element_order,routine_name,element_iteration,condition_name,condition_nb_calls,actions_count,connectors_count,connections_count,condition_duration,eyes_camera_pos,eyes_camera_rot,camera_calibration_pos,camera_calibration_rot,camera_rig_pos,camera_rig_rot,framerate
30.517,0,17.8817,26.1863,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371722 2.950238 0.544332,315.3835 167.5082 2.981191,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,83.26593
46.0425,1,32.4547,41.7094,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371717 2.950212 0.5443685,315.4067 167.5383 2.976537,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,82.98435
57.0264,2,46.7338,52.7292,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371737 2.950227 0.5444658,315.4045 167.575 2.964013,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,82.72334
69.3356,3,58.516,65.0024,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371772 2.950191 0.5445102,315.4138 167.5989 2.946958,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,82.86026
90.718,4,69.914,86.3819,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.372103 2.950169 0.5444227,315.4202 167.585 2.951308,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,82.84621
101.0102,5,91.3088,96.6727,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.3722 2.950106 0.5445189,315.4238 167.5891 2.935432,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,82.17883
123.553,6,101.473,119.2163,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371552 2.950389 0.5446002,315.4257 167.5425 2.947942,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,82.447
134.402,7,124.1329,130.0647,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371726 2.950302 0.5447149,315.4396 167.5037 2.950695,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,81.76787
145.8394,8,134.8095,141.5018,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371828 2.950268 0.5447476,315.4594 167.4625 2.961092,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,81.95112
168.4106,9,146.2908,164.0758,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371645 2.95009 0.54452,315.4889 167.4098 2.983747,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,82.04668
178.8038,10,168.9073,174.4661,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.3718 2.950007 0.5445646,315.5132 167.37 2.99049,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,81.40651
201.2407,11,179.3215,196.9045,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.37109 2.950116 0.5448258,315.5214 167.3321 3.030807,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,81.65608
212.1329,12,201.7279,207.7953,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371192 2.950062 0.5448705,315.5389 167.2939 3.062263,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,81.04768
223.3217,13,212.5169,218.9861,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371284 2.95015 0.5448223,315.5459 167.2934 3.065754,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,81.22195
246.2049,14,223.7229,241.87,0,Lab_PreQuestionnaire,0,default,0,21,3,4,1000,2.371269 2.95013 0.5448146,315.5565 167.3224 3.081741,2.372361 2.95037 0.5447186,0 167.4377 0,-1.864044 -2.82737 1.707311,0 12.56226 0,81.35085
