frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,36.7158,24.6593,send_bytes [0A]
5,Lab_Idle,default,139.7224,127.6651,send_bytes [00]
78,Lab_Idle,default,1011.511,999.4541,send_bytes [00]
89,Lab_Idle,default,1145.425,1133.368,send_bytes [00]
22175,Lab_Instruction1,default,286478.6,19.8587,send_bytes [0B]
22177,Lab_Instruction1,default,286876.6,417.9109,send_bytes [00]
22222,Lab_Instruction1,default,287517.3,1058.565,send_bytes [00]
22252,Lab_Instruction1,default,287882.3,1423.609,send_bytes [00]
29723,Lab_Idle,default,380676.2,20.3278,send_bytes [0C]
29733,Lab_Idle,default,380780.3,124.3705,send_bytes [00]
29807,Lab_Idle,default,381657.9,1002.027,send_bytes [00]
29817,Lab_Idle,default,381780.4,1124.462,send_bytes [00]
31028,Lab_RestingStateEyesClosed,default,396737.7,15.1514,send_bytes [35]
31038,Lab_RestingStateEyesClosed,default,396847.8,125.2939,send_bytes [00]
31108,Lab_RestingStateEyesClosed,default,397713.9,991.3913,send_bytes [00]
31120,Lab_RestingStateEyesClosed,default,397858.9,1136.41,send_bytes [00]
45371,Lab_Idle,default,576753.5,20.1663,send_bytes [36]
45379,Lab_Idle,default,576869.6,136.2194,send_bytes [00]
45450,Lab_Idle,default,577760.2,1026.869,send_bytes [00]
45460,Lab_Idle,default,577891.2,1157.886,send_bytes [00]
46654,Lab_RestingStateEyesOpen,default,592729.5,19.3716,send_bytes [37]
46664,Lab_RestingStateEyesOpen,default,592835.1,124.9619,send_bytes [00]
46734,Lab_RestingStateEyesOpen,default,593701.6,991.4916,send_bytes [00]
46746,Lab_RestingStateEyesOpen,default,593846.2,1136.088,send_bytes [00]
61045,Lab_InstantTrigg,default,772745.4,13.6421,send_bytes [38]
61054,Lab_InstantTrigg,default,772855.5,123.6578,send_bytes [00]
70723,Lab_Idle,default,773744,801.6209,send_bytes [00]
70723,Lab_Idle,default,773866,923.6365,send_bytes [00]
81328,Forest_Control_Part1,default,1033201,17.0527,send_bytes [21]
81332,Forest_Control_Part1,default,1033302,118.0609,send_bytes [00]
81363,Forest_Control_Part1,default,1034187,1003.182,send_bytes [00]
81368,Forest_Control_Part1,default,1034319,1135.192,send_bytes [00]
84106,Night_Control_Part2,default,1104822,26.0538,send_bytes [49]
84113,Night_Control_Part2,default,1104937,141.0716,send_bytes [00]
84156,Night_Control_Part2,default,1105792,996.1772,send_bytes [00]
84163,Night_Control_Part2,default,1105938,1141.846,send_bytes [00]
101061,Forest_Control_Part3,default,1444390,1.6487,send_bytes [4A]
101067,Forest_Control_Part3,default,1444501,112.663,send_bytes [00]
101102,Forest_Control_Part3,default,1445374,985.1883,send_bytes [00]
101108,Forest_Control_Part3,default,1445508,1119.207,send_bytes [00]
113322,Forest_PlatformMovement,default,1752469,33.781,send_bytes [23]
113328,Forest_PlatformMovement,default,1752585,149.7991,send_bytes [00]
113361,Forest_PlatformMovement,default,1753417,982.4799,send_bytes [00]
113369,Forest_PlatformMovement,default,1753618,1182.925,send_bytes [00]
121108,Lab_WelcomeBack,default,1947682,15.1186,send_bytes [24]
121117,Lab_WelcomeBack,default,1947783,115.2881,send_bytes [00]
121182,Lab_WelcomeBack,default,1948649,981.3963,send_bytes [00]
121192,Lab_WelcomeBack,default,1948783,1115.417,send_bytes [00]
144695,Lab_PreFBI,default,2242044,12.5185,send_bytes [25]
144704,Lab_PreFBI,default,2242145,114.1119,send_bytes [00]
144776,Lab_PreFBI,default,2243033,1001.644,send_bytes [00]
144785,Lab_PreFBI,default,2243157,1125.655,send_bytes [00]
145827,Lab_FixationCross,synchroneous,2256105,18.7293,send_bytes [26]
145838,Lab_FixationCross,synchroneous,2256208,121.7417,send_bytes [00]
145917,Lab_FixationCross,synchroneous,2257087,999.8482,send_bytes [00]
145928,Lab_FixationCross,synchroneous,2257210,1122.865,send_bytes [00]
147723,Lab_Stroking,synchroneous,2277178,11.9809,send_bytes [27]
147734,Lab_Stroking,synchroneous,2277287,120.9831,send_bytes [00]
147813,Lab_Stroking,synchroneous,2278165,999.5127,send_bytes [00]
147824,Lab_Stroking,synchroneous,2278287,1121.529,send_bytes [00]
151306,Lab_FixationCross,synchroneous,2317182,12.869,send_bytes [28]
151316,Lab_FixationCross,synchroneous,2317292,122.8824,send_bytes [00]
151395,Lab_FixationCross,synchroneous,2318170,1000.996,send_bytes [00]
151406,Lab_FixationCross,synchroneous,2318293,1124.001,send_bytes [00]
153105,Lab_FBIQuestionnaire,synchroneous,2337190,13.2017,send_bytes [29]
153115,Lab_FBIQuestionnaire,synchroneous,2337301,123.2195,send_bytes [00]
153195,Lab_FBIQuestionnaire,synchroneous,2338190,1012.326,send_bytes [00]
153206,Lab_FBIQuestionnaire,synchroneous,2338311,1133.342,send_bytes [00]
155113,Lab_FixationCross,asynchroneous,2359518,10.864,send_bytes [2A]
155123,Lab_FixationCross,asynchroneous,2359619,111.8771,send_bytes [00]
155203,Lab_FixationCross,asynchroneous,2360506,998.988,send_bytes [00]
155214,Lab_FixationCross,asynchroneous,2360627,1120.422,send_bytes [00]
157000,Lab_Stroking,asynchroneous,2380606,11.319,send_bytes [2B]
157010,Lab_Stroking,asynchroneous,2380708,113.3444,send_bytes [00]
157089,Lab_Stroking,asynchroneous,2381593,997.9471,send_bytes [00]
157100,Lab_Stroking,asynchroneous,2381714,1119.014,send_bytes [00]
160598,Lab_FixationCross,asynchroneous,2420609,13.7838,send_bytes [2C]
160608,Lab_FixationCross,asynchroneous,2420719,123.2172,send_bytes [00]
160688,Lab_FixationCross,asynchroneous,2421608,1012.328,send_bytes [00]
160698,Lab_FixationCross,asynchroneous,2421721,1124.919,send_bytes [00]
162397,Lab_FBIQuestionnaire,asynchroneous,2440617,12.161,send_bytes [2D]
162409,Lab_FBIQuestionnaire,asynchroneous,2440729,123.7549,send_bytes [00]
162488,Lab_FBIQuestionnaire,asynchroneous,2441607,1001.87,send_bytes [00]
162500,Lab_FBIQuestionnaire,asynchroneous,2441739,1134.303,send_bytes [00]
164084,Lab_FixationCross,synchroneous,2459353,10.9876,send_bytes [26]
164093,Lab_FixationCross,synchroneous,2459453,110.4177,send_bytes [00]
164173,Lab_FixationCross,synchroneous,2460338,996.1144,send_bytes [00]
164184,Lab_FixationCross,synchroneous,2460460,1118.121,send_bytes [00]
165970,Lab_Stroking,synchroneous,2480439,12.1399,send_bytes [27]
165979,Lab_Stroking,synchroneous,2480539,112.5747,send_bytes [00]
166059,Lab_Stroking,synchroneous,2481427,1000.262,send_bytes [00]
166070,Lab_Stroking,synchroneous,2481549,1122.278,send_bytes [00]
169562,Lab_FixationCross,synchroneous,2520443,14.1448,send_bytes [28]
169572,Lab_FixationCross,synchroneous,2520552,123.1547,send_bytes [00]
169652,Lab_FixationCross,synchroneous,2521441,1012.264,send_bytes [00]
169662,Lab_FixationCross,synchroneous,2521553,1124.699,send_bytes [00]
171361,Lab_FBIQuestionnaire,synchroneous,2540443,12.2731,send_bytes [29]
171372,Lab_FBIQuestionnaire,synchroneous,2540554,123.4308,send_bytes [00]
171452,Lab_FBIQuestionnaire,synchroneous,2541442,1011.975,send_bytes [00]
171463,Lab_FBIQuestionnaire,synchroneous,2541563,1132.41,send_bytes [00]
172950,Lab_FixationCross,asynchroneous,2558102,10.0224,send_bytes [2A]
172961,Lab_FixationCross,asynchroneous,2558205,113.0224,send_bytes [00]
173041,Lab_FixationCross,asynchroneous,2559092,1000.129,send_bytes [00]
173052,Lab_FixationCross,asynchroneous,2559216,1123.147,send_bytes [00]
174842,Lab_Stroking,asynchroneous,2579192,11.3008,send_bytes [2B]
174852,Lab_Stroking,asynchroneous,2579294,113.7359,send_bytes [00]
174932,Lab_Stroking,asynchroneous,2580183,1001.842,send_bytes [00]
174943,Lab_Stroking,asynchroneous,2580303,1121.859,send_bytes [00]
178430,Lab_FixationCross,asynchroneous,2619203,13.1173,send_bytes [2C]
178440,Lab_FixationCross,asynchroneous,2619314,124.1255,send_bytes [00]
178520,Lab_FixationCross,asynchroneous,2620201,1011.659,send_bytes [00]
178530,Lab_FixationCross,asynchroneous,2620313,1123.669,send_bytes [00]
180227,Lab_FBIQuestionnaire,asynchroneous,2639212,15.8089,send_bytes [2D]
180237,Lab_FBIQuestionnaire,asynchroneous,2639320,123.6638,send_bytes [00]
180317,Lab_FBIQuestionnaire,asynchroneous,2640206,1009.936,send_bytes [00]
180328,Lab_FBIQuestionnaire,asynchroneous,2640328,1131.37,send_bytes [00]
181733,Lab_EndFirstPhase,default,2655967,10.0003,send_bytes [2E]
181743,Lab_EndFirstPhase,default,2656081,124.5955,send_bytes [00]
181812,Lab_EndFirstPhase,default,2656957,1000.121,send_bytes [00]
181823,Lab_EndFirstPhase,default,2657090,1132.72,send_bytes [00]
