ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,element_order,routine_name,element_iteration,condition_name,condition_nb_calls,actions_count,connectors_count,connections_count,condition_duration,eyes_camera_pos,eyes_camera_rot,camera_calibration_pos,camera_calibration_rot,camera_rig_pos,camera_rig_rot,framerate
23.0896,0,15.4741,21.0147,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985196 2.416535 0.9939396,5.63273 359.2712 1.502176,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,91.03111
34.3129,1,23.7711,32.2442,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06984971 2.416528 0.9939449,5.636946 359.2712 1.500522,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,91.20628
57.515,2,34.763,55.4461,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985183 2.416531 0.9939429,5.635346 359.2756 1.506906,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,91.20716
67.1573,3,58.0933,65.0842,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06984529 2.416528 0.9939454,5.63731 359.2748 1.501305,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,90.70954
89.9499,4,67.6491,87.8785,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985487 2.41653 0.9939434,5.635844 359.2735 1.506719,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,90.84548
100.3731,5,90.4957,98.3012,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985551 2.416535 0.9939392,5.632622 359.2691 1.502463,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,90.34989
122.9693,6,100.7613,120.8979,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985809 2.416523 0.9939489,5.640244 359.2712 1.506475,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,90.4173
145.4263,7,123.6318,143.354,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985468 2.416529 0.9939439,5.636292 359.2701 1.502814,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,89.87588
156.211,8,146.118,154.1372,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985135 2.416519 0.9939523,5.642921 359.2737 1.504396,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,89.35704
178.8298,9,156.8328,176.7586,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985596 2.416525 0.9939473,5.639009 359.2694 1.503002,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,89.36038
189.6261,10,179.6167,187.5528,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985469 2.416527 0.9939455,5.6375 359.2735 1.506605,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,88.81486
212.7348,11,190.1757,210.664,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06986617 2.416533 0.9939409,5.634078 359.2677 1.508499,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,88.86994
222.7451,12,213.4527,220.6727,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985398 2.41653 0.993943,5.635754 359.2694 1.501581,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,88.33461
245.8305,13,223.1859,243.7641,0,Lab_Idle,0,default,0,16,0,0,10000,-0.0698569 2.416525 0.9939471,5.638988 359.2707 1.505066,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,89.12721
256.0685,14,246.4895,253.9973,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985076 2.416522 0.9939503,5.641307 359.2725 1.502631,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,86.68546
279.9211,15,256.492,277.8528,0,Lab_Idle,0,default,0,16,0,0,10000,-0.06985095 2.416523 0.9939488,5.640195 359.2736 1.503974,-0.06985475 2.416537 0.9939374,0 359.2714 0,0.5127897 -2.293537 2.717745,0 180.7286 0,86.74557
