frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,34.8216,23.8097,send_bytes [0A]
6,Lab_Idle,default,136.4399,125.4273,send_bytes [00]
82,Lab_Idle,default,1003.933,992.9204,send_bytes [00]
95,Lab_Idle,default,1149.532,1138.519,send_bytes [00]
10480,Lab_Instruction1,default,122012.4,16.2852,send_bytes [0B]
10482,Lab_Instruction1,default,122265,268.8941,send_bytes [00]
10540,Lab_Instruction1,default,122986.1,989.9808,send_bytes [00]
10565,Lab_Instruction1,default,123264.1,1268.019,send_bytes [00]
20173,Lab_Idle,default,231952.2,14.0843,send_bytes [0C]
20184,Lab_Idle,default,232061.2,123.0951,send_bytes [00]
20262,Lab_Idle,default,232929.7,991.6186,send_bytes [00]
20274,Lab_Idle,default,233062.7,1124.632,send_bytes [00]
21541,Lab_RestingStateEyesClosed,default,247743.1,16.6498,send_bytes [35]
21552,Lab_RestingStateEyesClosed,default,247851.5,125.0256,send_bytes [00]
21631,Lab_RestingStateEyesClosed,default,248728.6,1002.129,send_bytes [00]
21641,Lab_RestingStateEyesClosed,default,248861.6,1135.142,send_bytes [00]
37556,Lab_Idle,default,427754.2,18.334,send_bytes [36]
37566,Lab_Idle,default,427859.8,123.9298,send_bytes [00]
37645,Lab_Idle,default,428738.3,1002.453,send_bytes [00]
37654,Lab_Idle,default,428859.9,1124.048,send_bytes [00]
38685,Lab_RestingStateEyesOpen,default,440627.8,14.4715,send_bytes [37]
38696,Lab_RestingStateEyesOpen,default,440738.8,125.4829,send_bytes [00]
38774,Lab_RestingStateEyesOpen,default,441605.9,992.5851,send_bytes [00]
38786,Lab_RestingStateEyesOpen,default,441737.5,1124.184,send_bytes [00]
54382,Lab_InstantTrigg,default,620639.2,16.2352,send_bytes [38]
54392,Lab_InstantTrigg,default,620747.2,124.2472,send_bytes [00]
54921,Lab_Idle,default,621637.3,802.7755,send_bytes [00]
54921,Lab_Idle,default,621748.7,914.2091,send_bytes [00]
64945,Forest_MPS_Part1,default,748031.6,21.2606,send_bytes [0D]
64949,Forest_MPS_Part1,default,748141.1,130.6804,send_bytes [00]
64983,Forest_MPS_Part1,default,749005.2,994.8136,send_bytes [00]
64989,Forest_MPS_Part1,default,749168.2,1157.814,send_bytes [00]
