0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
0.57,0.123,1.7230,180,0
