frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,37.8167,26.3319,send_bytes [0A]
5,Lab_Idle,default,139.5212,128.0358,send_bytes [00]
74,Lab_Idle,default,1002.448,990.9629,send_bytes [00]
86,Lab_Idle,default,1147.474,1135.989,send_bytes [00]
1409,Lab_Instruction1,default,17940.96,15.2241,send_bytes [0B]
1415,Lab_Instruction1,default,18045.97,120.2352,send_bytes [00]
1484,Lab_Instruction1,default,18925.67,999.9364,send_bytes [00]
1495,Lab_Instruction1,default,19059.09,1133.358,send_bytes [00]
13900,Lab_Idle,default,167259,15.7023,send_bytes [0C]
13910,Lab_Idle,default,167367,123.7089,send_bytes [00]
13984,Lab_Idle,default,168234.1,990.816,send_bytes [00]
13995,Lab_Idle,default,168368.1,1124.831,send_bytes [00]
14135,Lab_RestingStateEyesClosed,default,170070.8,15.4208,send_bytes [35]
14146,Lab_RestingStateEyesClosed,default,170179.8,124.4351,send_bytes [00]
14217,Lab_RestingStateEyesClosed,default,171045.9,990.543,send_bytes [00]
14229,Lab_RestingStateEyesClosed,default,171191.5,1136.141,send_bytes [00]
29201,Lab_Idle,default,350085.2,19.8065,send_bytes [36]
29210,Lab_Idle,default,350190.8,125.4032,send_bytes [00]
29283,Lab_Idle,default,351079.3,1013.937,send_bytes [00]
29293,Lab_Idle,default,351202.9,1137.529,send_bytes [00]
29786,Lab_RestingStateEyesOpen,default,357059.6,17.3112,send_bytes [37]
29796,Lab_RestingStateEyesOpen,default,357167.1,124.7468,send_bytes [00]
29868,Lab_RestingStateEyesOpen,default,358034.7,992.4347,send_bytes [00]
29879,Lab_RestingStateEyesOpen,default,358167.8,1125.451,send_bytes [00]
44906,Lab_InstantTrigg,default,537071.1,17.8759,send_bytes [38]
44916,Lab_InstantTrigg,default,537177.1,123.8812,send_bytes [00]
45630,Lab_Idle,default,538055.2,791.2123,send_bytes [00]
45630,Lab_Idle,default,538188.6,924.6408,send_bytes [00]
55246,Forest_MPS_Part1,default,667225.3,18.2688,send_bytes [0D]
55250,Forest_MPS_Part1,default,667328.8,121.6999,send_bytes [00]
55285,Forest_MPS_Part1,default,668223.4,1016.392,send_bytes [00]
55290,Forest_MPS_Part1,default,668346.5,1139.417,send_bytes [00]
57018,Night_MPS_Part2,default,714473.6,20.686,send_bytes [3F]
57025,Night_MPS_Part2,default,714583.2,130.2721,send_bytes [00]
57069,Night_MPS_Part2,default,715450.3,997.3777,send_bytes [00]
57076,Night_MPS_Part2,default,715582.4,1129.402,send_bytes [00]
73371,Forest_MPS_Part3,default,1035392,3.1245,send_bytes [40]
73376,Forest_MPS_Part3,default,1035498,108.7271,send_bytes [00]
73413,Forest_MPS_Part3,default,1036374,984.8207,send_bytes [00]
73418,Forest_MPS_Part3,default,1036500,1111.416,send_bytes [00]
85495,Forest_Exit,default,1335460,33.9891,send_bytes [0F]
85500,Forest_Exit,default,1335573,146.9958,send_bytes [00]
85534,Forest_Exit,default,1336409,983.5214,send_bytes [00]
85541,Forest_Exit,default,1336574,1148.544,send_bytes [00]
95724,Lab_WelcomeBack,default,1594699,19.5467,send_bytes [10]
95733,Lab_WelcomeBack,default,1594806,125.9806,send_bytes [00]
95797,Lab_WelcomeBack,default,1595672,992.0871,send_bytes [00]
95809,Lab_WelcomeBack,default,1595814,1134.632,send_bytes [00]
115664,Lab_PreFBI,default,1833768,13.89,send_bytes [11]
115674,Lab_PreFBI,default,1833879,124.4791,send_bytes [00]
115748,Lab_PreFBI,default,1834757,1002.59,send_bytes [00]
115759,Lab_PreFBI,default,1834892,1137.034,send_bytes [00]
116127,Lab_FixationCross,synchroneous,1839156,12.5404,send_bytes [12]
116138,Lab_FixationCross,synchroneous,1839266,122.1324,send_bytes [00]
116217,Lab_FixationCross,synchroneous,1840144,1000.252,send_bytes [00]
116229,Lab_FixationCross,synchroneous,1840278,1134.26,send_bytes [00]
118023,Lab_Stroking,synchroneous,1860237,11.7657,send_bytes [13]
118032,Lab_Stroking,synchroneous,1860338,112.1741,send_bytes [00]
118112,Lab_Stroking,synchroneous,1861227,1001.286,send_bytes [00]
118123,Lab_Stroking,synchroneous,1861349,1123.892,send_bytes [00]
121617,Lab_FixationCross,synchroneous,1900243,12.1964,send_bytes [14]
121628,Lab_FixationCross,synchroneous,1900354,123.2187,send_bytes [00]
121708,Lab_FixationCross,synchroneous,1901242,1011.317,send_bytes [00]
121719,Lab_FixationCross,synchroneous,1901364,1133.335,send_bytes [00]
123383,Lab_FBIQuestionnaire,synchroneous,1920251,13.0756,send_bytes [15]
123393,Lab_FBIQuestionnaire,synchroneous,1920353,115.0941,send_bytes [00]
123474,Lab_FBIQuestionnaire,synchroneous,1921250,1012.199,send_bytes [00]
123484,Lab_FBIQuestionnaire,synchroneous,1921361,1123.215,send_bytes [00]
126121,Lab_FixationCross,asynchroneous,1950687,10.2651,send_bytes [16]
126131,Lab_FixationCross,asynchroneous,1950788,110.8538,send_bytes [00]
126211,Lab_FixationCross,asynchroneous,1951674,996.9634,send_bytes [00]
126222,Lab_FixationCross,asynchroneous,1951795,1117.82,send_bytes [00]
128016,Lab_Stroking,asynchroneous,1971776,12.9246,send_bytes [17]
128026,Lab_Stroking,asynchroneous,1971886,122.9326,send_bytes [00]
