frame_id,routine_name,condition_name,ellapsed_exp_time,ellapsed_element_time,trigger_info
0,Lab_Idle,default,36.4529,25.729,send_bytes [0A]
5,Lab_Idle,default,140.464,129.7392,send_bytes [00]
76,Lab_Idle,default,1002.566,991.8409,send_bytes [00]
89,Lab_Idle,default,1149.159,1138.434,send_bytes [00]
11010,Lab_Instruction1,default,133162.4,22.6592,send_bytes [0B]
11012,Lab_Instruction1,default,133443,303.2674,send_bytes [00]
11067,Lab_Instruction1,default,134142.1,1002.352,send_bytes [00]
11089,Lab_Instruction1,default,134440.5,1300.81,send_bytes [00]
19729,Lab_Idle,default,237897.5,16.3371,send_bytes [0C]
19739,Lab_Idle,default,238004.6,123.3505,send_bytes [00]
19813,Lab_Idle,default,238871.7,990.4709,send_bytes [00]
19825,Lab_Idle,default,239006.1,1124.892,send_bytes [00]
21645,Lab_RestingStateEyesClosed,default,260309.3,16.7893,send_bytes [35]
21653,Lab_RestingStateEyesClosed,default,260416.7,124.2197,send_bytes [00]
21727,Lab_RestingStateEyesClosed,default,261283.4,990.9071,send_bytes [00]
21738,Lab_RestingStateEyesClosed,default,261418.4,1125.921,send_bytes [00]
36636,Lab_Idle,default,440322.1,19.7784,send_bytes [36]
36646,Lab_Idle,default,440426.6,124.2143,send_bytes [00]
36722,Lab_Idle,default,441316.3,1013.902,send_bytes [00]
36731,Lab_Idle,default,441427.3,1124.916,send_bytes [00]
37567,Lab_RestingStateEyesOpen,default,451248.5,13.2007,send_bytes [37]
37577,Lab_RestingStateEyesOpen,default,451358.5,123.2147,send_bytes [00]
37652,Lab_RestingStateEyesOpen,default,452237,1001.742,send_bytes [00]
37663,Lab_RestingStateEyesOpen,default,452359.6,1124.336,send_bytes [00]
52889,Lab_InstantTrigg,default,631260.9,15.7373,send_bytes [38]
52899,Lab_InstantTrigg,default,631368.9,123.7493,send_bytes [00]
53110,Lab_Idle,default,632260,803.6379,send_bytes [00]
53110,Lab_Idle,default,632369.6,913.2297,send_bytes [00]
67259,Forest_Control_Part1,default,805552.9,20.5276,send_bytes [21]
67264,Forest_Control_Part1,default,805687.9,155.5457,send_bytes [00]
67297,Forest_Control_Part1,default,806537,1004.646,send_bytes [00]
67303,Forest_Control_Part1,default,806701,1168.669,send_bytes [00]
70168,Night_Control_Part2,default,877206.7,17.8787,send_bytes [49]
70174,Night_Control_Part2,default,877306.7,117.8875,send_bytes [00]
70220,Night_Control_Part2,default,878184.2,995.4173,send_bytes [00]
70227,Night_Control_Part2,default,878317.8,1129.015,send_bytes [00]
87896,Forest_Control_Part3,default,1216825,2.183,send_bytes [4A]
87901,Forest_Control_Part3,default,1216930,106.6025,send_bytes [00]
87938,Forest_Control_Part3,default,1217809,985.292,send_bytes [00]
87943,Forest_Control_Part3,default,1217933,1109.306,send_bytes [00]
100707,Forest_PlatformMovement,default,1524934,28.986,send_bytes [23]
100713,Forest_PlatformMovement,default,1525053,148.0047,send_bytes [00]
100748,Forest_PlatformMovement,default,1525898,993.1072,send_bytes [00]
100755,Forest_PlatformMovement,default,1526067,1161.546,send_bytes [00]
108779,Lab_WelcomeBack,default,1720220,16.0453,send_bytes [24]
108788,Lab_WelcomeBack,default,1720327,123.636,send_bytes [00]
108856,Lab_WelcomeBack,default,1721184,979.7507,send_bytes [00]
108869,Lab_WelcomeBack,default,1721350,1145.765,send_bytes [00]
126398,Lab_PreFBI,default,1926781,13.0114,send_bytes [25]
126407,Lab_PreFBI,default,1926880,112.026,send_bytes [00]
126482,Lab_PreFBI,default,1927758,990.5501,send_bytes [00]
126492,Lab_PreFBI,default,1927882,1114.148,send_bytes [00]
127188,Lab_FixationCross,synchroneous,1935993,14.6676,send_bytes [26]
127199,Lab_FixationCross,synchroneous,1936100,121.6813,send_bytes [00]
127278,Lab_FixationCross,synchroneous,1936979,999.792,send_bytes [00]
127289,Lab_FixationCross,synchroneous,1937102,1123.385,send_bytes [00]
129084,Lab_Stroking,synchroneous,1957083,12.7478,send_bytes [27]
129094,Lab_Stroking,synchroneous,1957184,113.6541,send_bytes [00]
129174,Lab_Stroking,synchroneous,1958068,997.3437,send_bytes [00]
129185,Lab_Stroking,synchroneous,1958190,1119.359,send_bytes [00]
132682,Lab_FixationCross,synchroneous,1997090,12.3899,send_bytes [28]
132693,Lab_FixationCross,synchroneous,1997201,123.4036,send_bytes [00]
132773,Lab_FixationCross,synchroneous,1998087,1009.93,send_bytes [00]
132784,Lab_FixationCross,synchroneous,1998211,1133.95,send_bytes [00]
134481,Lab_FBIQuestionnaire,synchroneous,2017090,12.4952,send_bytes [29]
134492,Lab_FBIQuestionnaire,synchroneous,2017201,123.5008,send_bytes [00]
134572,Lab_FBIQuestionnaire,synchroneous,2018088,1010.606,send_bytes [00]
134583,Lab_FBIQuestionnaire,synchroneous,2018211,1133.624,send_bytes [00]
138429,Lab_FixationCross,asynchroneous,2060964,9.953,send_bytes [2A]
138440,Lab_FixationCross,asynchroneous,2061067,112.3852,send_bytes [00]
138520,Lab_FixationCross,asynchroneous,2061951,997.0738,send_bytes [00]
138531,Lab_FixationCross,asynchroneous,2062073,1119.092,send_bytes [00]
140326,Lab_Stroking,asynchroneous,2082055,12.2838,send_bytes [2B]
140336,Lab_Stroking,asynchroneous,2082156,113.7146,send_bytes [00]
140414,Lab_Stroking,asynchroneous,2083039,996.4057,send_bytes [00]
140425,Lab_Stroking,asynchroneous,2083160,1117.839,send_bytes [00]
143922,Lab_FixationCross,asynchroneous,2122066,12.2928,send_bytes [2C]
143933,Lab_FixationCross,asynchroneous,2122176,122.3072,send_bytes [00]
144013,Lab_FixationCross,asynchroneous,2123065,1011.836,send_bytes [00]
